Flow ramp - 1					
Stress	Shear rate	Viscosity	Step time	Temperature	Normal stress
Pa	1/s	Pa.s	s	°C	Pa
-0.721046	12.5556	-0.0574283	0.466062	23.496	155.5
1.05134	31.0877	0.0338186	1.50736	23.5	153.714
1.3912	50.7362	0.0274202	2.4904	23.502	156.289
1.75384	71.7031	0.0244598	3.53898	23.494	153.379
2.09793	91.3592	0.0229636	4.52202	23.498	151.53
2.43991	111.022	0.0219769	5.50506	23.503	150.96
2.77884	130.681	0.0212643	6.4881	23.502	149.183
3.12044	150.332	0.0207569	7.47114	23.496	145.765
3.48403	171.306	0.0203381	8.51971	23.5	152.316
3.82457	190.968	0.0200273	9.50275	23.501	150.108
4.16558	210.618	0.0197779	10.4858	23.499	153.387
4.53032	231.593	0.0195616	11.5344	23.5	154.017
4.8684	251.241	0.0193774	12.5174	23.5	156.032
5.21039	270.907	0.0192331	13.5004	23.501	157.462
5.55129	290.565	0.0191052	14.4835	23.501	156.15
5.89142	310.211	0.0189916	15.4665	23.507	151.999
6.25441	331.189	0.0188847	16.5151	23.499	150.113
6.59461	350.847	0.0187963	17.4981	23.494	145.659
6.93392	370.492	0.0187154	18.4812	23.495	144.729
7.29643	391.472	0.0186384	19.5298	23.504	144.878
7.63502	411.13	0.0185708	20.5128	23.502	146.395
7.97279	430.787	0.0185075	21.4958	23.501	146.282
8.31149	450.445	0.0184518	22.4789	23.503	149.812
8.64981	470.102	0.0183999	23.4619	23.507	152.611
9.01012	491.07	0.0183479	24.5105	23.503	154.302
9.34787	510.728	0.018303	25.4935	23.5	153.202
9.68505	530.386	0.0182604	26.4766	23.496	150.843
10.0441	551.353	0.0182173	27.5252	23.495	149.353
10.3804	571.012	0.0181789	28.5082	23.498	142.262
10.7163	590.668	0.0181427	29.4912	23.499	140.937
11.0723	611.637	0.0181027	30.5398	23.501	136.58
11.4067	631.294	0.0180688	31.5228	23.502	134.995
11.7403	650.952	0.0180357	32.5059	23.497	137.826
12.0697	670.605	0.0179982	33.4889	23.502	143.067
12.4077	690.253	0.0179756	34.472	23.504	144.635
12.7642	711.23	0.0179466	35.5205	23.499	147.72
13.093	730.893	0.0179137	36.5036	23.497	148.936
13.423	750.55	0.0178842	37.4866	23.502	146.594
13.7746	771.518	0.0178539	38.5352	23.504	146.177
14.1024	791.176	0.0178246	39.5182	23.499	143.111
14.4313	810.833	0.0177982	40.5013	23.498	134.741
14.7592	830.491	0.0177717	41.4843	23.498	131.754
15.0867	850.148	0.0177459	42.4674	23.496	128.848
15.435	871.116	0.0177186	43.5159	23.498	127.677
15.7608	890.775	0.0176933	44.499	23.506	126.626
16.0877	910.431	0.0176705	45.482	23.505	129.731
16.4304	931.38	0.0176409	46.5306	23.5	136.462
16.7698	951.077	0.0176325	47.5136	23.496	138.706
17.0825	970.707	0.017598	48.4967	23.498	143.559
17.4193	990.347	0.0175891	49.4797	23.503	139.626
17.7341	1010.03	0.017558	50.4628	23.498	138.29
18.0783	1031	0.0175347	51.5113	23.502	126.991
18.4014	1050.65	0.0175142	52.4944	23.502	125.448
18.726	1070.31	0.0174958	53.4774	23.494	123.612
19.0682	1091.28	0.0174733	54.526	23.5	115.482
19.3903	1110.94	0.0174539	55.509	23.497	117.17
19.7119	1130.6	0.017435	56.4921	23.501	117.631
20.0569	1151.56	0.0174171	57.5406	23.504	117.337
20.3809	1171.22	0.0174014	58.5237	23.499	124.69
20.7031	1190.88	0.0173847	59.5067	23.502	126.311
21.0253	1210.54	0.0173686	60.4898	23.501	128.26
21.3462	1230.19	0.0173519	61.4728	23.5	124.791
21.6894	1251.16	0.0173354	62.5214	23.503	125.515
22.015	1270.82	0.0173235	63.5044	23.495	118.295
22.3354	1290.48	0.0173079	64.4875	23.498	112.597
22.6752	1311.45	0.0172902	65.536	23.505	105.859
22.9988	1331.1	0.017278	66.5191	23.505	104.943
23.317	1350.76	0.0172621	67.5021	23.501	105.328
23.6346	1370.42	0.0172462	68.4852	23.505	109.977
23.9567	1390.08	0.0172341	69.4682	23.505	108.576
24.2965	1411.04	0.0172188	70.5168	23.501	111.317
24.615	1430.7	0.0172048	71.4998	23.501	114.552
24.9337	1450.36	0.0171914	72.4828	23.495	117.77
25.2744	1471.33	0.017178	73.5314	23.497	112.926
25.5939	1490.98	0.0171658	74.5145	23.502	109.902
25.9137	1510.64	0.0171541	75.4975	23.501	104.05
26.2361	1530.3	0.0171445	76.4805	23.499	93.9262
26.5528	1549.96	0.0171313	77.4636	23.499	89.4542
26.889	1570.92	0.0171167	78.5122	23.495	87.8165
27.2026	1590.58	0.0171023	79.4952	23.503	83.3812
27.5192	1610.24	0.0170901	80.4782	23.497	91.117
27.8549	1631.21	0.0170762	81.5268	23.497	96.9348
28.1674	1650.87	0.0170622	82.5099	23.499	98.9948
28.4823	1670.52	0.0170499	83.4929	23.505	97.954
28.796	1690.18	0.0170372	84.4759	23.509	105.03
29.1109	1709.84	0.0170255	85.459	23.506	93.1418
29.4476	1730.81	0.0170138	86.5076	23.498	95.401
29.7585	1750.46	0.0170004	87.4906	23.495	87.7846
