Flow ramp - 1					
Stress	Shear rate	Viscosity	Step time	Temperature	Normal stress
Pa	1/s	Pa.s	s	°C	Pa
-1.05406	13.0723	-0.0806331	0.466062	23.499	80.0397
0.920318	31.092	0.0295998	1.50736	23.505	81.8686
1.17654	50.741	0.0231871	2.4904	23.504	83.6099
1.45147	71.7072	0.0202416	3.53898	23.502	80.723
1.71026	91.3645	0.0187191	4.52202	23.502	79.7246
1.96804	111.024	0.0177263	5.50506	23.499	73.8412
2.22456	130.683	0.0170226	6.4881	23.496	77.7193
2.48155	150.344	0.0165059	7.47114	23.498	76.2704
2.75627	171.31	0.0160893	8.51971	23.501	79.1414
3.01313	190.967	0.0157783	9.50275	23.503	78.6786
3.27038	210.623	0.0155272	10.4858	23.498	84.1381
3.54426	231.59	0.015304	11.5344	23.503	85.3265
3.80333	251.254	0.0151374	12.5174	23.501	89.1307
4.0591	270.912	0.0149831	13.5004	23.504	88.5838
4.31485	290.559	0.0148502	14.4835	23.499	89.5228
4.57226	310.226	0.0147385	15.4665	23.498	90.3194
4.84545	331.195	0.0146302	16.5151	23.498	85.7378
5.10194	350.852	0.0145416	17.4981	23.504	81.5581
5.35796	370.51	0.0144611	18.4812	23.503	79.1422
5.6319	391.478	0.0143863	19.5298	23.503	78.6724
5.88721	411.135	0.0143194	20.5128	23.5	78.3438
6.14188	430.793	0.0142572	21.4958	23.499	80.6448
6.3975	450.451	0.0142024	22.4789	23.497	86.7759
6.65197	470.094	0.0141503	23.4619	23.501	83.6744
6.92605	491.074	0.0141039	24.5105	23.495	87.9379
7.1794	510.734	0.014057	25.4935	23.494	91.0675
7.43346	530.391	0.0140151	26.4766	23.498	87.9007
7.70463	551.359	0.0139739	27.5252	23.5	84.3361
7.9586	571.016	0.0139376	28.5082	23.502	79.9674
8.21251	590.674	0.0139036	29.4912	23.495	74.2738
8.48296	611.642	0.0138692	30.5398	23.505	73.9482
8.7379	631.298	0.0138412	31.5228	23.501	73.0505
8.98737	650.94	0.0138067	32.5059	23.5	71.0165
9.24549	670.61	0.0137867	33.4889	23.495	77.3212
9.49399	690.272	0.013754	34.472	23.497	78.5517
9.76915	711.238	0.0137354	35.5205	23.499	81.4849
10.0205	730.898	0.0137098	36.5036	23.502	83.5026
10.2681	750.554	0.0136806	37.4866	23.499	82.9769
10.5343	771.523	0.0136539	38.5352	23.499	83.9757
10.7911	791.18	0.0136393	39.5182	23.494	77.3281
11.0359	810.838	0.0136105	40.5013	23.5	71.764
11.2874	830.496	0.0135912	41.4843	23.498	70.7252
11.5381	850.152	0.0135719	42.4674	23.504	64.6424
11.8038	871.121	0.0135501	43.5159	23.5	62.3763
12.0532	890.779	0.0135311	44.499	23.499	63.9557
12.3026	910.436	0.0135129	45.482	23.503	65.459
12.5681	931.403	0.0134938	46.5306	23.506	67.6143
12.8195	951.062	0.0134791	47.5136	23.5	74.1503
13.0681	970.72	0.0134622	48.4967	23.493	77.7997
13.3181	990.376	0.0134475	49.4797	23.502	75.1087
13.5682	1010	0.0134338	50.4628	23.501	74.2578
13.8442	1031	0.0134279	51.5113	23.502	67.7008
14.0862	1050.66	0.013407	52.4944	23.499	65.1006
14.3359	1070.32	0.0133941	53.4774	23.5	59.3498
14.6032	1091.28	0.0133816	54.526	23.497	51.9686
14.8532	1110.94	0.0133699	55.509	23.499	54.5201
15.1025	1130.6	0.013358	56.4921	23.499	52.7313
15.3701	1151.57	0.0133471	57.5406	23.506	51.939
15.6185	1171.22	0.0133352	58.5237	23.504	60.2219
15.8643	1190.88	0.0133215	59.5067	23.498	62.1896
16.1122	1210.54	0.0133099	60.4898	23.497	64.7025
16.3594	1230.2	0.0132982	61.4728	23.503	62.478
16.6268	1251.17	0.013289	62.5214	23.502	62.7315
16.873	1270.82	0.0132772	63.5044	23.495	55.534
17.121	1290.48	0.0132672	64.4875	23.494	51.511
17.3851	1311.45	0.0132564	65.536	23.5	44.7795
17.6332	1331.11	0.013247	66.5191	23.507	39.2942
17.8799	1350.76	0.0132369	67.5021	23.506	40.0067
18.1287	1370.42	0.0132286	68.4852	23.504	46.2796
18.3775	1390.08	0.0132205	69.4682	23.495	43.5842
18.6386	1411.05	0.013209	70.5168	23.493	47.2429
18.889	1430.7	0.0132026	71.4998	23.504	50.487
19.1358	1450.36	0.0131938	72.4828	23.505	53.0508
19.4008	1471.33	0.0131859	73.5314	23.493	52.5978
19.6443	1490.99	0.0131754	74.5145	23.494	50.0091
19.8917	1510.65	0.0131677	75.4975	23.503	42.0087
20.1394	1530.3	0.0131604	76.4805	23.508	33.2281
20.3898	1549.96	0.013155	77.4636	23.498	28.8037
20.6523	1570.93	0.0131466	78.5122	23.495	24.5234
20.8993	1590.59	0.0131394	79.4952	23.493	20.1566
21.1453	1610.24	0.0131318	80.4782	23.497	25.2489
21.4065	1631.21	0.013123	81.5268	23.489	29.2545
21.6538	1650.87	0.0131166	82.5099	23.502	35.4745
21.898	1670.53	0.0131085	83.4929	23.501	33.8679
22.1467	1690.18	0.0131031	84.4759	23.497	42.8329
22.3904	1709.84	0.013095	85.459	23.503	33.222
22.6496	1730.81	0.0130861	86.5076	23.502	33.8906
22.883	1750.46	0.0130726	87.4906	23.506	27.3182
23.1596	1770.09	0.0130839	88.4736	23.501	21.4468
23.3831	1791.09	0.0130553	89.5222	23.495	7.60276
23.6448	1810.74	0.0130581	90.5052	23.489	8.83284
23.8865	1830.41	0.0130498	91.4883	23.501	6.70725
24.1486	1851.38	0.0130436	92.5369	23.51	4.61948
24.3902	1871.03	0.0130357	93.5199	23.503	4.42076
24.6324	1890.69	0.0130283	94.5029	23.502	16.8675
24.883	1910.35	0.0130254	95.486	23.502	19.3275
25.1314	1930	0.0130214	96.469	23.497	24.9901
25.3902	1950.97	0.0130141	97.5176	23.502	27.5386
25.6355	1970.63	0.0130088	98.5006	23.501	23.371
25.8785	1990.29	0.0130024	99.4837	23.501	3.96151
26.1402	2011.26	0.0129969	100.532	23.504	0.496327
26.387	2030.91	0.0129927	101.515	23.5	-4.92467
26.6291	2050.57	0.0129862	102.498	23.498	-9.44312
26.8692	2070.23	0.0129788	103.481	23.5	-13.1313
27.1137	2089.89	0.0129737	104.464	23.505	-15.0158
27.3731	2110.86	0.0129678	105.513	23.505	-8.10516
27.6169	2130.51	0.0129626	106.496	23.506	-7.42864
27.8642	2150.17	0.0129591	107.479	23.499	-2.65163
28.1225	2171.14	0.0129529	108.528	23.492	6.23672
28.3637	2190.79	0.0129468	109.511	23.496	6.46244
28.6078	2210.45	0.012942	110.494	23.498	-2.01339
28.8495	2230.11	0.0129364	111.477	23.496	-15.5815
29.0866	2249.77	0.0129287	112.46	23.5	-25.765
29.3435	2270.74	0.0129224	113.508	23.497	-26.977
29.5846	2290.39	0.0129168	114.491	23.502	-32.4328
29.8278	2310.05	0.0129122	115.474	23.5	-38.8569
30.0859	2331.02	0.0129068	116.523	23.5	-40.4127
30.3258	2350.68	0.0129009	117.506	23.51	-41.6004
30.5686	2370.34	0.0128963	118.489	23.497	-32.791
30.8183	2391.3	0.0128877	119.538	23.496	-17.209
31.0577	2410.96	0.0128819	120.521	23.5	-19.4177
31.3004	2430.62	0.0128775	121.504	23.499	-20.6499
31.5464	2450.27	0.0128746	122.487	23.499	-20.305
31.7803	2469.93	0.0128669	123.47	23.5	-33.4262
32.0343	2490.9	0.0128605	124.518	23.501	-48.9148
32.2757	2510.56	0.012856	125.501	23.508	-50.6882
32.5105	2530.22	0.0128489	126.485	23.508	-61.1067
32.7661	2551.18	0.0128435	127.533	23.504	-65.922
33.0066	2570.84	0.0128388	128.516	23.495	-56.5704
33.2458	2590.5	0.0128337	129.499	23.499	-55.7837
33.483	2610.16	0.0128279	130.482	23.502	-50.3274
33.7222	2629.82	0.012823	131.465	23.5	-46.2502
33.9747	2650.78	0.0128169	132.514	23.494	-44.3279
34.21	2670.44	0.0128106	133.497	23.498	-61.2158
34.4504	2690.1	0.0128064	134.48	23.499	-48.8548
34.7032	2711.07	0.0128006	135.528	23.503	-42.8701
34.9421	2730.72	0.0127959	136.512	23.499	-60.9314
35.1784	2750.38	0.0127904	137.495	23.497	-64.6902
35.4137	2770.04	0.0127845	138.478	23.498	-72.3558
35.6528	2789.69	0.0127802	139.461	23.5	-96.3876
35.9067	2810.67	0.0127752	140.509	23.5	-89.5111
36.1434	2830.32	0.0127701	141.492	23.498	-85.5547
36.379	2849.98	0.0127646	142.475	23.506	-77.6957
36.6356	2870.95	0.0127608	143.524	23.496	-76.895
36.8746	2890.61	0.0127567	144.507	23.495	-67.1882
37.1139	2910.26	0.0127528	145.49	23.493	-78.3142
37.3616	2931.23	0.012746	146.539	23.497	-79.87
37.5963	2950.89	0.0127407	147.522	23.504	-91.1611
37.8316	2970.55	0.0127356	148.505	23.498	-96.5576
38.06	2990.21	0.0127282	149.488	23.496	-111.997
38.2955	3009.86	0.0127234	150.471	23.505	-122.326
38.5316	3030.77	0.0127135	151.519	23.509	-118.558
38.7933	3050.46	0.0127172	152.502	23.498	-109.443
39.0185	3070.14	0.0127091	153.485	23.503	-121.04
39.258	3091.11	0.0127003	154.534	23.495	-114.438
39.4935	3110.77	0.0126957	155.517	23.502	-95.1231
39.7313	3130.43	0.012692	156.5	23.5	-115.38
39.9684	3150.08	0.0126881	157.483	23.506	-93.7553
40.2002	3169.74	0.0126825	158.466	23.498	-114.336
40.4421	3190.71	0.012675	159.515	23.499	-121.264
40.6731	3210.36	0.0126693	160.498	23.509	-134.952
40.9075	3230.03	0.0126648	161.481	23.504	-147.181
41.1551	3250.99	0.0126593	162.529	23.503	-148.18
41.3917	3270.65	0.0126555	163.512	23.501	-157.3
41.6163	3290.31	0.0126481	164.495	23.504	-147.101
41.8567	3309.96	0.0126457	165.478	23.499	-157.622
42.0906	3329.62	0.0126413	166.461	23.503	-136.646
42.3412	3350.59	0.0126369	167.51	23.501	-135.27
42.5727	3370.25	0.0126319	168.493	23.487	-130.493
42.8004	3389.91	0.0126258	169.476	23.499	-151.683
43.0498	3410.87	0.0126214	170.525	23.5	-146.202
43.2888	3430.53	0.0126187	171.508	23.507	-157.457
43.5273	3450.19	0.0126159	172.491	23.498	-178.983
43.7688	3471.16	0.0126093	173.539	23.498	-178.968
44.0078	3490.81	0.0126067	174.522	23.5	-187.09
44.235	3510.48	0.0126009	175.505	23.507	-195.086
44.4731	3530.13	0.0125981	176.488	23.501	-196.51
44.7133	3549.78	0.0125961	177.472	23.5	-182.239
44.9597	3570.76	0.0125911	178.52	23.495	-181.962
45.181	3590.42	0.0125838	179.503	23.494	-156.787
45.4084	3610.07	0.0125783	180.486	23.496	-186.51
45.6583	3631.04	0.0125744	181.535	23.5	-183.201
45.881	3650.7	0.0125678	182.518	23.504	-178.298
46.1145	3670.35	0.012564	183.501	23.505	-207.776
46.3558	3690.01	0.0125625	184.484	23.501	-227.452
46.5786	3709.67	0.012556	185.467	23.502	-201.233
46.8207	3730.64	0.0125503	186.515	23.495	-233.449
47.0486	3750.29	0.0125453	187.499	23.493	-239.183
47.2866	3769.95	0.012543	188.482	23.501	-228.127
47.5422	3790.92	0.0125411	189.53	23.503	-212.187
47.773	3810.58	0.012537	190.513	23.501	-213.328
47.998	3830.24	0.0125313	191.496	23.498	-226.351
48.2283	3849.89	0.0125272	192.479	23.502	-207.952
48.4588	3869.55	0.0125231	193.462	23.498	-211.479
48.7057	3890.52	0.0125191	194.511	23.501	-217.439
48.9341	3910.18	0.0125146	195.494	23.505	-224.042
49.17	3929.83	0.012512	196.477	23.508	-242.924
49.4173	3950.8	0.0125082	197.526	23.495	-260.852
49.6363	3970.46	0.0125014	198.509	23.497	-264.235
49.8548	3990.12	0.0124946	199.492	23.499	-268.276
