Filename:	D:\Users\Thermal_Users\LeBlanc\Ag2_8_31_16.tg1d

Temperature (°C)	Weight % (%)
209.490	95.8251
209.524	95.8139
209.551	95.8075
209.574	95.8021
209.590	95.7962
209.602	95.7869
209.613	95.7747
209.619	95.7650
209.624	95.7583
209.633	95.7526
209.642	95.7468
209.648	95.7368
209.652	95.7266
209.657	95.7173
209.664	95.7106
209.669	95.7066
209.673	95.6967
209.678	95.6852
209.679	95.6785
209.683	95.6721
209.684	95.6653
209.685	95.6619
209.687	95.6597
209.687	95.6535
209.687	95.6481
209.686	95.6434
209.686	95.6374
209.688	95.6284
209.692	95.6244
209.705	95.6200
209.721	95.6116
209.739	95.6008
209.755	95.5878
209.767	95.5826
209.779	95.5797
209.786	95.5759
209.790	95.5726
209.793	95.5671
209.797	95.5653
209.802	95.5584
209.810	95.5533
209.817	95.5480
209.821	95.5461
209.823	95.5430
209.823	95.5384
209.823	95.5325
209.822	95.5238
209.816	95.5173
209.809	95.5082
209.803	95.5030
209.799	95.4975
209.796	95.4892
209.786	95.4836
209.771	95.4754
209.752	95.4665
209.725	95.4601
209.698	95.4543
209.668	95.4546
209.648	95.4512
209.628	95.4445
209.614	95.4392
209.604	95.4302
209.598	95.4245
209.593	95.4169
209.590	95.4141
209.589	95.4083
209.589	95.3991
209.590	95.3932
209.592	95.3911
209.595	95.3918
209.597	95.3917
209.597	95.3885
209.592	95.3810
209.588	95.3758
209.585	95.3728
209.583	95.3659
209.580	95.3608
209.581	95.3582
209.583	95.3567
209.588	95.3509
209.593	95.3468
209.597	95.3410
209.602	95.3378
209.604	95.3334
209.608	95.3283
209.607	95.3215
209.605	95.3076
209.594	95.3010
209.583	95.3052
209.571	95.3042
209.562	95.3003
209.557	95.2930
209.552	95.2872
209.551	95.2832
209.551	95.2768
209.551	95.2712
209.550	95.2674
209.552	95.2618
209.551	95.2550
209.551	95.2502
209.551	95.2466
209.548	95.2438
209.549	95.2398
209.549	95.2350
209.544	95.2326
209.540	95.2306
209.539	95.2301
209.539	95.2264
209.541	95.2202
209.546	95.2144
209.556	95.2113
209.563	95.2072
209.568	95.2029
209.573	95.1998
209.577	95.1968
209.575	95.1939
209.573	95.1859
209.568	95.1809
209.559	95.1773
209.550	95.1791
209.544	95.1777
209.540	95.1688
209.533	95.1591
209.527	95.1548
209.521	95.1521
209.513	95.1495
209.508	95.1455
209.497	95.1415
209.492	95.1367
209.485	95.1337
209.478	95.1271
209.475	95.1234
209.471	95.1194
209.467	95.1152
209.462	95.1151
209.458	95.1130
209.456	95.1061
209.455	95.0997
209.455	95.0910
209.454	95.0836
209.454	95.0824
209.457	95.0807
209.458	95.0790
209.458	95.0796
209.457	95.0792
209.459	95.0750
209.459	95.0705
209.461	95.0697
209.462	95.0647
209.462	95.0580
209.464	95.0539
209.462	95.0502
209.464	95.0472
209.463	95.0420
209.463	95.0342
209.462	95.0288
209.462	95.0265
209.461	95.0282
209.459	95.0284
209.458	95.0295
209.462	95.0279
209.460	95.0232
209.460	95.0205
209.461	95.0160
209.462	95.0106
209.466	95.0027
209.474	94.9952
209.483	94.9919
209.493	94.9907
209.501	94.9911
209.506	94.9898
209.508	94.9874
209.506	94.9842
209.504	94.9795
209.500	94.9754
209.497	94.9715
209.494	94.9732
209.496	94.9708
209.501	94.9657
209.505	94.9612
209.511	94.9521
209.516	94.9491
209.524	94.9487
209.532	94.9454
209.539	94.9396
209.540	94.9331
209.540	94.9293
209.541	94.9254
209.535	94.9227
209.525	94.9217
209.515	94.9169
209.505	94.9090
209.497	94.9056
209.485	94.9058
209.474	94.9056
209.461	94.8988
209.448	94.8916
209.437	94.8883
209.426	94.8884
209.416	94.8872
209.409	94.8888
209.405	94.8867
209.400	94.8837
209.400	94.8822
209.397	94.8810
209.398	94.8775
209.395	94.8748
209.394	94.8698
209.397	94.8676
209.402	94.8630
209.418	94.8552
209.440	94.8544
209.466	94.8597
209.490	94.8580
209.514	94.8556
209.534	94.8535
209.552	94.8528
209.567	94.8510
209.583	94.8483
209.592	94.8448
209.591	94.8431
209.584	94.8374
209.574	94.8305
209.558	94.8266
209.542	94.8264
209.526	94.8246
209.511	94.8218
209.497	94.8182
209.483	94.8158
209.471	94.8122
209.458	94.8093
209.446	94.8096
209.437	94.8071
209.435	94.8021
209.434	94.7973
209.434	94.7918
209.431	94.7858
209.427	94.7830
209.422	94.7812
209.412	94.7763
209.398	94.7748
209.386	94.7756
209.374	94.7742
209.361	94.7735
209.352	94.7712
209.337	94.7662
209.328	94.7598
209.321	94.7547
209.317	94.7547
209.316	94.7550
209.318	94.7487
209.326	94.7449
209.337	94.7423
209.349	94.7435
209.359	94.7435
209.364	94.7379
209.369	94.7329
209.370	94.7305
209.368	94.7295
209.364	94.7298
209.357	94.7300
209.352	94.7291
209.344	94.7260
209.334	94.7212
209.314	94.7168
209.294	94.7111
209.270	94.7078
209.249	94.7085
209.235	94.7048
209.226	94.7009
209.216	94.6954
209.215	94.6921
209.208	94.6881
209.204	94.6902
209.201	94.6891
209.199	94.6841
209.195	94.6802
209.195	94.6795
209.196	94.6762
209.198	94.6709
209.202	94.6679
209.210	94.6661
209.219	94.6636
209.229	94.6626
209.240	94.6607
209.249	94.6581
209.255	94.6587
209.263	94.6567
209.264	94.6522
209.257	94.6516
209.255	94.6493
209.247	94.6472
209.240	94.6440
209.230	94.6392
209.221	94.6351
209.208	94.6331
209.198	94.6322
209.182	94.6311
209.168	94.6309
209.159	94.6283
209.153	94.6245
209.147	94.6218
209.138	94.6207
209.134	94.6200
209.126	94.6172
209.120	94.6133
209.119	94.6130
209.118	94.6135
209.122	94.6096
209.126	94.6084
209.133	94.6094
209.140	94.6078
209.145	94.6038
209.145	94.6001
209.147	94.5987
209.150	94.5959
209.154	94.5925
209.158	94.5921
209.159	94.5926
209.161	94.5874
209.166	94.5788
209.171	94.5747
209.182	94.5750
209.190	94.5756
209.201	94.5756
209.207	94.5740
209.212	94.5730
209.216	94.5713
209.215	94.5698
209.214	94.5650
209.212	94.5610
209.206	94.5629
209.204	94.5646
209.198	94.5617
209.197	94.5583
209.193	94.5551
209.193	94.5514
209.195	94.5504
209.198	94.5470
209.200	94.5435
209.206	94.5404
209.211	94.5400
209.214	94.5418
209.219	94.5411
209.223	94.5384
209.225	94.5347
209.224	94.5322
209.224	94.5305
209.224	94.5293
209.224	94.5270
209.225	94.5229
209.227	94.5198
209.230	94.5153
209.221	94.5130
209.217	94.5101
209.209	94.5070
209.196	94.5059
209.184	94.5041
209.168	94.5036
209.159	94.5053
209.150	94.5078
209.139	94.5061
209.130	94.5024
209.123	94.4976
209.118	94.4923
209.113	94.4897
209.113	94.4867
209.117	94.4809
209.121	94.4749
209.122	94.4755
209.126	94.4791
209.131	94.4813
209.135	94.4797
209.139	94.4769
209.138	94.4732
209.137	94.4707
209.128	94.4700
209.111	94.4705
209.087	94.4677
209.064	94.4639
209.040	94.4641
209.014	94.4622
208.995	94.4583
208.974	94.4552
208.957	94.4548
208.946	94.4551
208.945	94.4511
208.957	94.4479
208.977	94.4454
209.007	94.4445
209.036	94.4423
209.066	94.4385
209.088	94.4378
209.108	94.4351
209.122	94.4314
209.134	94.4290
