Filename:	D:\Users\Thermal_Users\LeBlanc\Cu ink 8-10-16.tg1d

Time (min)	Weight (mg)
25.250	70.1348
25.267	70.1364
25.283	70.1380
25.300	70.1386
25.317	70.1387
25.333	70.1390
25.350	70.1397
25.367	70.1402
25.383	70.1412
25.400	70.1429
25.417	70.1448
25.433	70.1468
25.450	70.1486
25.467	70.1498
25.483	70.1503
25.500	70.1503
25.517	70.1507
25.533	70.1516
25.550	70.1528
25.567	70.1548
25.583	70.1573
25.600	70.1599
25.617	70.1625
25.633	70.1650
25.650	70.1678
25.667	70.1708
25.683	70.1732
25.700	70.1747
25.717	70.1758
25.733	70.1770
25.750	70.1785
25.767	70.1619
25.783	70.1249
25.800	70.0948
25.817	70.0740
25.833	70.0709
25.850	70.0725
25.867	70.0774
25.883	70.0818
25.900	70.0848
25.917	70.0868
25.933	70.0877
25.950	70.0878
25.967	70.0869
25.983	70.0862
26.000	70.0859
26.017	70.0857
26.033	70.0855
26.050	70.0848
26.067	70.0840
26.083	70.0833
26.100	70.0828
26.117	70.0822
26.133	70.0819
26.150	70.0813
26.167	70.0807
26.183	70.0798
26.200	70.0790
26.217	70.0782
26.233	70.0778
26.250	70.0775
26.267	70.0762
26.283	70.0744
26.300	70.0767
26.317	70.0983
26.333	70.1237
26.350	70.1433
26.367	70.1566
26.383	70.1657
26.400	70.1721
26.417	70.1767
26.433	70.1806
26.450	70.1843
26.467	70.1878
26.483	70.1907
26.500	70.1935
26.517	70.1963
26.533	70.1981
26.550	70.1988
26.567	70.1994
26.583	70.2008
26.600	70.2031
26.617	70.2060
26.633	70.2087
26.650	70.2111
26.667	70.2131
26.683	70.2151
26.700	70.2172
26.717	70.2194
26.733	70.2217
26.750	70.2240
26.767	70.2266
26.783	70.2293
26.800	70.2323
26.817	70.2353
26.833	70.2375
26.850	70.2390
26.867	70.2402
26.883	70.2420
26.900	70.2449
26.917	70.2478
26.933	70.2508
26.950	70.2533
26.967	70.2556
26.983	70.2581
27.000	70.2613
27.017	70.2647
27.033	70.2676
27.050	70.2706
27.067	70.2728
27.083	70.2742
27.100	70.2745
27.117	70.2744
27.133	70.2751
27.150	70.2765
27.167	70.2778
27.183	70.2791
27.200	70.2800
27.217	70.2805
27.233	70.2812
27.250	70.2817
27.267	70.2820
27.283	70.2822
27.300	70.2824
27.317	70.2830
27.333	70.2837
27.350	70.2851
27.367	70.2869
27.383	70.2887
27.400	70.2909
27.417	70.2935
27.433	70.2966
27.450	70.2996
27.467	70.3022
27.483	70.3049
27.500	70.3075
27.517	70.3102
27.533	70.3128
27.550	70.3150
27.567	70.3167
27.583	70.3175
27.600	70.3176
27.617	70.3174
27.633	70.3171
27.650	70.3159
27.667	70.3135
27.683	70.3102
27.700	70.3066
27.717	70.3034
27.733	70.3011
27.750	70.3000
27.767	70.2999
27.783	70.3005
27.800	70.3014
27.817	70.3023
27.833	70.3036
27.850	70.3056
27.867	70.3079
27.883	70.3104
27.900	70.3134
27.917	70.3168
27.933	70.3198
27.950	70.3226
27.967	70.3251
27.983	70.3273
28.000	70.3298
28.017	70.3320
28.033	70.3337
28.050	70.3346
28.067	70.3354
28.083	70.3363
28.100	70.3369
28.117	70.3374
28.133	70.3374
28.150	70.3374
28.167	70.3376
28.183	70.3387
28.200	70.3399
28.217	70.3413
28.233	70.3424
28.250	70.3430
28.267	70.3433
28.283	70.3441
28.300	70.3452
28.317	70.3467
28.333	70.3485
28.350	70.3503
28.367	70.3520
28.383	70.3535
28.400	70.3548
28.417	70.3560
28.433	70.3573
28.450	70.3589
28.467	70.3602
28.483	70.3612
28.500	70.3621
28.517	70.3620
28.533	70.3609
28.550	70.3596
28.567	70.3583
28.583	70.3570
28.600	70.3565
28.617	70.3564
28.633	70.3571
28.650	70.3582
28.667	70.3591
28.683	70.3596
28.700	70.3594
28.717	70.3590
28.733	70.3575
28.750	70.3555
28.767	70.3525
28.783	70.3490
28.800	70.3455
28.817	70.3423
28.833	70.3393
28.850	70.3366
28.867	70.3237
28.883	70.2973
28.900	70.2727
28.917	70.2538
28.933	70.2408
28.950	70.2317
28.967	70.2253
28.983	70.2196
29.000	70.2136
29.017	70.2093
29.033	70.2069
29.050	70.2055
29.067	70.2052
29.083	70.2053
29.100	70.2062
29.117	70.2073
29.133	70.2091
29.150	70.2097
29.167	70.2103
29.183	70.2112
29.200	70.2125
29.217	70.2139
29.233	70.2152
29.250	70.2159
29.267	70.2169
29.283	70.2187
29.300	70.2218
29.317	70.2254
29.333	70.2284
29.350	70.2315
29.367	70.2337
29.383	70.2358
29.400	70.2379
29.417	70.2395
29.433	70.2410
29.450	70.2418
29.467	70.2429
29.483	70.2443
29.500	70.2473
29.517	70.2509
29.533	70.2540
29.550	70.2565
29.567	70.2578
29.583	70.2587
29.600	70.2591
29.617	70.2596
29.633	70.2605
29.650	70.2624
29.667	70.2644
29.683	70.2660
29.700	70.2678
29.717	70.2707
29.733	70.2734
29.750	70.2755
29.767	70.2777
29.783	70.2794
29.800	70.2800
29.817	70.2811
29.833	70.2826
29.850	70.2844
29.867	70.2865
29.883	70.2888
29.900	70.2913
29.917	70.2936
29.933	70.2959
29.950	70.2987
29.967	70.3014
29.983	70.3021
30.000	70.3021
30.017	70.3022
30.033	70.3009
30.050	70.2982
30.067	70.2960
30.083	70.2946
30.100	70.2937
30.117	70.2933
30.133	70.2930
30.150	70.2928
30.167	70.2926
30.183	70.2930
30.200	70.2938
30.217	70.2957
30.233	70.2945
30.250	70.2923
30.267	70.2908
30.283	70.2895
30.300	70.2879
30.317	70.2858
30.333	70.2832
30.350	70.2811
30.367	70.2798
30.383	70.2792
30.400	70.2784
30.417	70.2778
30.433	70.2772
30.450	70.2753
30.467	70.2733
30.483	70.2722
30.500	70.2724
30.517	70.2725
30.533	70.2703
30.550	70.2685
30.567	70.2683
30.583	70.2713
30.600	70.2788
30.617	70.2826
30.633	70.2821
30.650	70.2807
30.667	70.2799
30.683	70.2813
30.700	70.2834
30.717	70.2839
30.733	70.2834
30.750	70.2821
30.767	70.2805
30.783	70.2794
30.800	70.2787
30.817	70.2783
30.833	70.2784
30.850	70.2792
30.867	70.2807
30.883	70.2827
30.900	70.2851
30.917	70.2871
30.933	70.2889
30.950	70.2913
30.967	70.2948
30.983	70.2985
31.000	70.3019
31.017	70.3033
31.033	70.3035
31.050	70.3036
31.067	70.3039
31.083	70.3042
31.100	70.3046
31.117	70.3044
31.133	70.3036
31.150	70.3034
31.167	70.3028
31.183	70.3020
31.200	70.3004
31.217	70.2997
31.233	70.2988
31.250	70.2966
31.267	70.2941
31.283	70.2917
31.300	70.2895
31.317	70.2879
31.333	70.2865
31.350	70.2848
31.367	70.2836
31.383	70.2833
31.400	70.2840
31.417	70.2852
31.433	70.2883
31.450	70.2913
31.467	70.2927
31.483	70.2937
31.500	70.2952
31.517	70.2972
31.533	70.2991
31.550	70.3005
31.567	70.3013
31.583	70.3018
31.600	70.3020
31.617	70.3022
31.633	70.3024
31.650	70.3025
31.667	70.3035
31.683	70.3050
31.700	70.3066
31.717	70.3078
31.733	70.3090
31.750	70.3098
31.767	70.3100
31.783	70.3097
31.800	70.3090
31.817	70.3080
31.833	70.3067
31.850	70.3051
31.867	70.3029
31.883	70.3012
31.900	70.3003
31.917	70.3000
31.933	70.2999
31.950	70.2992
31.967	70.2984
31.983	70.2978
32.000	70.2982
32.017	70.2990
32.033	70.2990
32.050	70.2979
32.067	70.2959
32.083	70.2941
32.100	70.2925
32.117	70.2905
32.133	70.2892
32.150	70.2882
32.167	70.2876
32.183	70.2871
32.200	70.2864
32.217	70.2860
32.233	70.2858
32.250	70.2859
32.267	70.2861
32.283	70.2859
32.300	70.2848
32.317	70.2838
32.333	70.2836
32.350	70.2844
32.367	70.2851
32.383	70.2856
32.400	70.2857
32.417	70.2851
32.433	70.2825
32.450	70.2793
32.467	70.2768
32.483	70.2750
32.500	70.2740
32.517	70.2733
32.533	70.2723
32.550	70.2713
32.567	70.2705
32.583	70.2697
32.600	70.2690
32.617	70.2686
32.633	70.2684
32.650	70.2675
32.667	70.2658
32.683	70.2646
32.700	70.2641
32.717	70.2643
32.733	70.2645
32.750	70.2644
32.767	70.2642
32.783	70.2637
32.800	70.2633
32.817	70.2634
32.833	70.2641
32.850	70.2654
32.867	70.2665
32.883	70.2675
32.900	70.2689
32.917	70.2699
32.933	70.2698
32.950	70.2692
32.967	70.2686
32.983	70.2678
33.000	70.2675
33.017	70.2680
33.033	70.2691
33.050	70.2708
33.067	70.2731
33.083	70.2757
33.100	70.2785
33.117	70.2814
33.133	70.2844
33.150	70.2857
33.167	70.2848
33.183	70.2824
33.200	70.2794
33.217	70.2768
33.233	70.2754
33.250	70.2745
33.267	70.2736
33.283	70.2731
33.300	70.2725
33.317	70.2728
33.333	70.2747
33.350	70.2769
33.367	70.2790
33.383	70.2808
33.400	70.2815
33.417	70.2822
33.433	70.2835
33.450	70.2859
33.467	70.2878
33.483	70.2885
33.500	70.2876
33.517	70.2858
33.533	70.2834
33.550	70.2808
33.567	70.2775
33.583	70.2737
33.600	70.2703
33.617	70.2677
33.633	70.2652
33.650	70.2627
33.667	70.2601
33.683	70.2575
33.700	70.2550
33.717	70.2528
33.733	70.2515
33.750	70.2512
33.767	70.2518
33.783	70.2529
33.800	70.2544
33.817	70.2560
33.833	70.2580
33.850	70.2600
33.867	70.2618
33.883	70.2629
33.900	70.2637
33.917	70.2649
33.933	70.2665
33.950	70.2678
33.967	70.2695
33.983	70.2714
34.000	70.2727
34.017	70.2730
34.033	70.2719
34.050	70.2694
34.067	70.2667
34.083	70.2648
34.100	70.2642
34.117	70.2652
34.133	70.2668
34.150	70.2677
34.167	70.2674
34.183	70.2665
34.200	70.2651
34.217	70.2641
34.233	70.2634
34.250	70.2631
34.267	70.2626
34.283	70.2614
34.300	70.2600
34.317	70.2586
34.333	70.2573
34.350	70.2564
34.367	70.2554
34.383	70.2517
34.400	70.2467
34.417	70.2425
34.433	70.2390
34.450	70.2366
34.467	70.2353
34.483	70.2353
34.500	70.2363
34.517	70.2380
34.533	70.2395
34.550	70.2416
34.567	70.2439
34.583	70.2463
34.600	70.2482
34.617	70.2489
34.633	70.2497
34.650	70.2511
34.667	70.2510
34.683	70.2512
34.700	70.2518
34.717	70.2531
34.733	70.2555
34.750	70.2587
34.767	70.2625
34.783	70.2670
34.800	70.2718
34.817	70.2762
34.833	70.2800
34.850	70.2833
34.867	70.2862
34.883	70.2890
34.900	70.2916
34.917	70.2938
34.933	70.2962
34.950	70.2991
34.967	70.3018
34.983	70.3040
35.000	70.3059
35.017	70.3074
35.033	70.3089
35.050	70.3109
35.067	70.3130
35.083	70.3154
35.100	70.3178
35.117	70.3199
35.133	70.3222
35.150	70.3236
35.167	70.3243
35.183	70.3250
35.200	70.3250
35.217	70.3238
35.233	70.3224
35.250	70.3218
35.267	70.3217
35.283	70.3216
35.300	70.3216
35.317	70.3212
35.333	70.3204
35.350	70.3191
35.367	70.3176
35.383	70.3167
35.400	70.3174
35.417	70.3188
35.433	70.3201
35.450	70.3206
35.467	70.3195
35.483	70.3186
35.500	70.3178
35.517	70.3162
35.533	70.3150
35.550	70.3152
35.567	70.3160
35.583	70.3169
35.600	70.3186
35.617	70.3203
35.633	70.3215
35.650	70.3221
35.667	70.3225
35.683	70.3226
35.700	70.3218
35.717	70.3220
35.733	70.3234
35.750	70.3256
35.767	70.3280
35.783	70.3304
35.800	70.3328
35.817	70.3348
35.833	70.3366
35.850	70.3379
35.867	70.3384
35.883	70.3386
35.900	70.3387
35.917	70.3384
35.933	70.3361
35.950	70.3341
35.967	70.3347
35.983	70.3367
36.000	70.3389
36.017	70.3417
36.033	70.3434
36.050	70.3439
36.067	70.3438
36.083	70.3446
36.100	70.3466
36.117	70.3496
36.133	70.3527
36.150	70.3547
36.167	70.3554
36.183	70.3560
36.200	70.3573
36.217	70.3594
36.233	70.3614
36.250	70.3633
36.267	70.3654
36.283	70.3670
36.300	70.3673
36.317	70.3658
36.333	70.3638
36.350	70.3612
36.367	70.3581
36.383	70.3546
36.400	70.3514
36.417	70.3486
36.433	70.3455
36.450	70.3421
36.467	70.3386
36.483	70.3355
36.500	70.3333
36.517	70.3323
36.533	70.3321
36.550	70.3320
36.567	70.3324
36.583	70.3334
36.600	70.3342
36.617	70.3349
36.633	70.3370
36.650	70.3395
36.667	70.3421
36.683	70.3440
36.700	70.3451
36.717	70.3458
36.733	70.3457
36.750	70.3448
36.767	70.3436
36.783	70.3423
36.800	70.3409
36.817	70.3392
36.833	70.3377
36.850	70.3367
36.867	70.3363
36.883	70.3358
36.900	70.3353
36.917	70.3353
36.933	70.3359
36.950	70.3372
36.967	70.3400
36.983	70.3437
37.000	70.3469
37.017	70.3495
37.033	70.3511
37.050	70.3527
37.067	70.3540
37.083	70.3555
37.100	70.3568
37.117	70.3577
37.133	70.3571
37.150	70.3556
37.167	70.3536
37.183	70.3518
37.200	70.3505
37.217	70.3502
37.233	70.3506
37.250	70.3500
37.267	70.3483
37.283	70.3478
37.300	70.3479
37.317	70.3484
37.333	70.3492
37.350	70.3506
37.367	70.3518
37.383	70.3519
37.400	70.3509
37.417	70.3494
37.433	70.3473
37.450	70.3460
37.467	70.3459
37.483	70.3461
37.500	70.3467
37.517	70.3462
37.533	70.3457
37.550	70.3453
37.567	70.3453
37.583	70.3448
37.600	70.3434
37.617	70.3415
37.633	70.3392
37.650	70.3372
37.667	70.3362
37.683	70.3364
37.700	70.3363
37.717	70.3357
37.733	70.3355
37.750	70.3351
37.767	70.3351
37.783	70.3345
37.800	70.3333
37.817	70.3332
37.833	70.3343
37.850	70.3369
37.867	70.3397
37.883	70.3411
37.900	70.3400
37.917	70.3447
37.933	70.3494
37.950	70.3496
37.967	70.3439
37.983	70.3447
38.000	70.3464
38.017	70.3304
38.033	70.3072
38.050	70.2904
38.067	70.2793
38.083	70.2800
38.100	70.2869
38.117	70.2849
38.133	70.2852
38.150	70.2823
38.167	70.3003
38.183	70.3201
38.200	70.3137
38.217	70.3065
38.233	70.3175
38.250	70.3403
38.267	70.3469
38.283	70.3380
38.300	70.3289
38.317	70.3303
38.333	70.3243
38.350	70.3264
38.367	70.3277
38.383	70.3334
38.400	70.3367
38.417	70.3373
38.433	70.3372
38.450	70.3397
38.467	70.3366
38.483	70.3356
38.500	70.3269
38.517	70.3061
38.533	70.2915
38.550	70.2793
38.567	70.2678
38.583	70.2590
38.600	70.2533
38.617	70.2690
38.633	70.2892
38.650	70.2841
38.667	70.2827
38.683	70.2775
38.700	70.2680
38.717	70.2588
38.733	70.2587
38.750	70.2750
38.767	70.2791
38.783	70.2700
38.800	70.2608
38.817	70.2546
38.833	70.2527
38.850	70.2510
38.867	70.2503
38.883	70.2641
38.900	70.2890
38.917	70.2990
38.933	70.2909
38.950	70.2835
38.967	70.2808
38.983	70.2807
39.000	70.2842
39.017	70.2975
39.033	70.3149
39.050	70.3119
39.067	70.3176
39.083	70.3363
39.100	70.3535
39.117	70.3620
39.133	70.3595
39.150	70.3620
39.167	70.3701
39.183	70.3697
39.200	70.3512
39.217	70.3346
39.233	70.3322
39.250	70.3483
39.267	70.3653
39.283	70.3772
39.300	70.3838
39.317	70.3858
39.333	70.3858
39.350	70.3752
39.367	70.3692
39.383	70.3703
39.400	70.3666
39.417	70.3528
39.433	70.3401
39.450	70.3446
39.467	70.3548
39.483	70.3612
39.500	70.3669
39.517	70.3571
39.533	70.3438
39.550	70.3343
39.567	70.3386
39.583	70.3415
39.600	70.3366
39.617	70.3275
39.633	70.3193
39.650	70.3123
39.667	70.3140
39.683	70.3214
39.700	70.3184
39.717	70.3146
39.733	70.3189
39.750	70.3233
39.767	70.3188
39.783	70.3133
39.800	70.3042
39.817	70.2978
39.833	70.2949
39.850	70.2955
39.867	70.2997
39.883	70.3017
39.900	70.3011
39.917	70.2999
39.933	70.3083
39.950	70.3321
39.967	70.3489
39.983	70.3618
40.000	70.3766
40.017	70.3856
40.033	70.3903
40.050	70.3895
40.067	70.3861
40.083	70.3811
40.100	70.3772
40.117	70.3742
40.133	70.3686
40.150	70.3650
40.167	70.3581
40.183	70.3629
40.200	70.3900
40.217	70.4186
40.233	70.4403
40.250	70.4536
40.267	70.4608
40.283	70.4651
40.300	70.4665
40.317	70.4653
40.333	70.4624
40.350	70.4598
40.367	70.4602
40.383	70.4619
40.400	70.4640
40.417	70.4663
40.433	70.4689
40.450	70.4718
40.467	70.4738
40.483	70.4759
40.500	70.4779
40.517	70.4806
40.533	70.4838
40.550	70.4871
40.567	70.4891
40.583	70.4912
40.600	70.4933
40.617	70.5038
40.633	70.5405
40.650	70.5791
40.667	70.6081
40.683	70.6276
40.700	70.6395
40.717	70.6468
40.733	70.6407
40.750	70.5953
40.767	70.5378
40.783	70.4934
40.800	70.4647
40.817	70.4417
40.833	70.4263
40.850	70.4196
40.867	70.4131
40.883	70.4058
40.900	70.3962
40.917	70.3923
40.933	70.3929
40.950	70.3959
40.967	70.3977
40.983	70.3972
41.000	70.3978
41.017	70.4012
41.033	70.4031
41.050	70.4020
41.067	70.3989
41.083	70.3938
41.100	70.3883
41.117	70.3833
41.133	70.3794
41.150	70.3766
41.167	70.3748
41.183	70.3739
41.200	70.3734
41.217	70.3726
41.233	70.3718
41.250	70.3706
41.267	70.3694
41.283	70.3675
41.300	70.3651
41.317	70.3628
41.333	70.3613
41.350	70.3608
41.367	70.3607
41.383	70.3610
41.400	70.3613
41.417	70.3611
41.433	70.3607
41.450	70.3606
41.467	70.3611
41.483	70.3626
41.500	70.3650
41.517	70.3681
41.533	70.3714
41.550	70.3738
41.567	70.3754
41.583	70.3765
41.600	70.3775
41.617	70.3782
41.633	70.3787
41.650	70.3789
41.667	70.3785
41.683	70.3778
41.700	70.3765
41.717	70.3775
41.733	70.3787
41.750	70.3792
41.767	70.3816
41.783	70.3847
41.800	70.3870
41.817	70.3882
41.833	70.3873
41.850	70.3850
41.867	70.3830
41.883	70.3814
41.900	70.3806
41.917	70.3782
41.933	70.3753
41.950	70.3732
41.967	70.3718
41.983	70.3724
42.000	70.3751
42.017	70.3870
42.033	70.3910
42.050	70.4012
42.067	70.4072
42.083	70.4026
42.100	70.3965
42.117	70.3915
42.133	70.3880
42.150	70.3856
42.167	70.3839
42.183	70.3833
42.200	70.3835
42.217	70.3846
42.233	70.3867
42.250	70.3895
42.267	70.3921
42.283	70.3932
42.300	70.3932
42.317	70.3927
42.333	70.3921
42.350	70.3914
42.367	70.3911
42.383	70.3920
42.400	70.3936
42.417	70.3948
42.433	70.3950
42.450	70.3946
42.467	70.4013
42.483	70.4055
42.500	70.3355
42.517	70.2961
42.533	70.3193
42.550	70.3549
42.567	70.3801
42.583	70.3930
42.600	70.4088
42.617	70.4232
42.633	70.4310
42.650	70.4353
42.667	70.4342
42.683	70.4287
42.700	70.4287
42.717	70.4348
42.733	70.4403
42.750	70.4445
42.767	70.4426
42.783	70.4376
42.800	70.4340
42.817	70.4310
42.833	70.4236
42.850	70.4215
42.867	70.4191
42.883	70.4087
42.900	70.4117
42.917	70.4162
42.933	70.4108
42.950	70.3957
42.967	70.3813
42.983	70.3716
43.000	70.3723
43.017	70.3761
43.033	70.3787
43.050	70.3798
43.067	70.3801
43.083	70.3793
43.100	70.3781
43.117	70.3737
43.133	70.3687
43.150	70.3649
43.167	70.3636
43.183	70.3646
43.200	70.3652
43.217	70.3679
43.233	70.3708
43.250	70.3728
43.267	70.3737
43.283	70.3741
43.300	70.3746
43.317	70.3744
43.333	70.3737
43.350	70.3733
43.367	70.3727
43.383	70.3715
43.400	70.3706
43.417	70.3699
43.433	70.3692
43.450	70.3689
43.467	70.3687
43.483	70.3624
43.500	70.3518
43.517	70.3427
43.533	70.3367
43.550	70.3335
43.567	70.3335
43.583	70.3410
43.600	70.3496
43.617	70.3560
43.633	70.3604
43.650	70.3630
43.667	70.3643
43.683	70.3625
43.700	70.3598
43.717	70.3546
43.733	70.3526
43.750	70.3513
43.767	70.3482
43.783	70.3465
43.800	70.3471
43.817	70.3477
43.833	70.3457
43.850	70.3437
43.867	70.3401
43.883	70.3369
43.900	70.3347
43.917	70.3343
43.933	70.3355
43.950	70.3379
43.967	70.3411
43.983	70.3440
44.000	70.3460
44.017	70.3476
44.033	70.3493
44.050	70.3521
44.067	70.3551
44.083	70.3583
44.100	70.3605
44.117	70.3621
44.133	70.3641
44.150	70.3662
44.167	70.3682
44.183	70.3714
44.200	70.3750
44.217	70.3789
44.233	70.3828
44.250	70.3866
44.267	70.3930
44.283	70.4041
44.300	70.4105
44.317	70.4135
44.333	70.4140
44.350	70.4129
44.367	70.4112
44.383	70.4101
44.400	70.4113
44.417	70.4125
44.433	70.4117
44.450	70.4136
44.467	70.4149
44.483	70.4143
44.500	70.4126
44.517	70.4118
44.533	70.4138
44.550	70.4166
44.567	70.4178
44.583	70.4192
44.600	70.4208
44.617	70.4225
44.633	70.4241
44.650	70.4261
44.667	70.4277
44.683	70.4290
44.700	70.4302
44.717	70.4299
44.733	70.4291
44.750	70.4284
44.767	70.4285
44.783	70.4302
44.800	70.4334
44.817	70.4355
44.833	70.4370
44.850	70.4383
44.867	70.4392
44.883	70.4402
44.900	70.4425
44.917	70.4449
44.933	70.4430
44.950	70.4393
44.967	70.4370
44.983	70.4357
45.000	70.4317
45.017	70.4290
45.033	70.4287
45.050	70.4334
45.067	70.4388
45.083	70.4385
45.100	70.4398
45.117	70.4411
45.133	70.4430
45.150	70.4447
45.167	70.4410
45.183	70.4352
45.200	70.4301
45.217	70.4262
45.233	70.4226
45.250	70.4191
45.267	70.4160
45.283	70.4135
45.300	70.4118
45.317	70.4101
45.333	70.4081
45.350	70.4057
45.367	70.4038
45.383	70.4020
45.400	70.4008
45.417	70.3994
45.433	70.3979
45.450	70.3966
45.467	70.3955
45.483	70.3942
45.500	70.3927
45.517	70.3907
45.533	70.3886
45.550	70.3864
45.567	70.3842
45.583	70.3821
45.600	70.3799
45.617	70.3783
45.633	70.3774
45.650	70.3768
45.667	70.3765
45.683	70.3771
45.700	70.3778
45.717	70.3786
45.733	70.3796
45.750	70.3808
45.767	70.3825
45.783	70.3843
45.800	70.3854
45.817	70.3858
45.833	70.3866
45.850	70.3871
45.867	70.3873
45.883	70.3869
45.900	70.3858
45.917	70.3841
45.933	70.3820
45.950	70.3796
45.967	70.3777
45.983	70.3765
46.000	70.3760
46.017	70.3764
46.033	70.3775
46.050	70.3787
46.067	70.3797
46.083	70.3807
46.100	70.3811
46.117	70.3812
46.133	70.3810
46.150	70.3806
46.167	70.3801
46.183	70.3792
46.200	70.3780
46.217	70.3768
46.233	70.3759
46.250	70.3753
46.267	70.3749
46.283	70.3744
46.300	70.3734
46.317	70.3723
46.333	70.3738
46.350	70.3790
46.367	70.3847
46.383	70.3893
46.400	70.3931
46.417	70.3965
46.433	70.3990
46.450	70.4012
46.467	70.4025
46.483	70.4040
46.500	70.4047
46.517	70.4054
46.533	70.4061
46.550	70.4059
46.567	70.4049
46.583	70.4037
46.600	70.4022
46.617	70.4006
46.633	70.3991
46.650	70.3994
46.667	70.4004
46.683	70.4003
46.700	70.4005
46.717	70.4004
46.733	70.3994
46.750	70.3973
46.767	70.3940
46.783	70.3923
46.800	70.3913
46.817	70.3897
46.833	70.3878
46.850	70.3856
46.867	70.3862
46.883	70.3848
46.900	70.3829
46.917	70.3803
46.933	70.3778
46.950	70.3764
46.967	70.3774
46.983	70.3775
47.000	70.3752
47.017	70.3726
47.033	70.3706
47.050	70.3702
47.067	70.3712
47.083	70.3729
47.100	70.3750
47.117	70.3787
47.133	70.3815
47.150	70.3839
47.167	70.3878
47.183	70.3905
47.200	70.3913
47.217	70.3924
47.233	70.3921
47.250	70.3940
47.267	70.3964
47.283	70.3983
47.300	70.3988
47.317	70.3981
47.333	70.3986
47.350	70.4010
47.367	70.4024
47.383	70.4025
47.400	70.4013
47.417	70.4004
47.433	70.3997
47.450	70.3995
47.467	70.3996
47.483	70.4000
47.500	70.3979
47.517	70.3950
47.533	70.3941
47.550	70.3936
47.567	70.3909
47.583	70.3898
47.600	70.3880
47.617	70.3870
47.633	70.3847
47.650	70.3812
47.667	70.3786
47.683	70.3779
47.700	70.3787
47.717	70.3796
47.733	70.3810
47.750	70.3809
47.767	70.3816
47.783	70.3833
47.800	70.3839
47.817	70.3824
47.833	70.3811
47.850	70.3817
47.867	70.3803
47.883	70.3787
47.900	70.3779
47.917	70.3778
47.933	70.3785
47.950	70.3817
47.967	70.3836
47.983	70.3852
48.000	70.3852
48.017	70.3834
48.033	70.3821
48.050	70.3820
48.067	70.3832
48.083	70.3830
48.100	70.3828
48.117	70.3828
48.133	70.3832
48.150	70.3843
48.167	70.3857
48.183	70.3881
48.200	70.3907
48.217	70.3916
48.233	70.3920
48.250	70.3927
48.267	70.3935
48.283	70.3943
48.300	70.3949
48.317	70.3959
48.333	70.3968
48.350	70.3964
48.367	70.3967
48.383	70.3963
48.400	70.3954
48.417	70.3949
48.433	70.3929
48.450	70.3904
48.467	70.3875
48.483	70.3844
48.500	70.3817
48.517	70.3793
48.533	70.3776
48.550	70.3755
48.567	70.3740
48.583	70.3730
48.600	70.3742
48.617	70.3751
48.633	70.3767
48.650	70.3792
48.667	70.3819
48.683	70.3847
48.700	70.3879
48.717	70.3912
48.733	70.3944
48.750	70.3975
48.767	70.4012
48.783	70.4051
48.800	70.4099
48.817	70.4141
48.833	70.4171
48.850	70.4194
48.867	70.4213
48.883	70.4231
48.900	70.4252
48.917	70.4274
48.933	70.4302
48.950	70.4325
48.967	70.4344
48.983	70.4366
49.000	70.4384
49.017	70.4394
49.033	70.4390
49.050	70.4375
49.067	70.4357
49.083	70.4334
49.100	70.4315
49.117	70.4300
49.133	70.4285
49.150	70.4270
49.167	70.4252
49.183	70.4233
49.200	70.4219
49.217	70.4203
49.233	70.4188
49.250	70.4174
49.267	70.4163
49.283	70.4159
49.300	70.4162
49.317	70.4169
49.333	70.4174
49.350	70.4176
49.367	70.4174
49.383	70.4170
49.400	70.4160
49.417	70.4139
49.433	70.4113
49.450	70.4086
49.467	70.4066
49.483	70.4053
49.500	70.4044
49.517	70.4040
49.533	70.4039
49.550	70.4043
49.567	70.4052
49.583	70.4063
49.600	70.4068
49.617	70.4065
49.633	70.4056
49.650	70.4042
49.667	70.4026
49.683	70.4012
49.700	70.4000
49.717	70.3983
49.733	70.3967
49.750	70.3955
49.767	70.3943
49.783	70.3929
49.800	70.3913
49.817	70.3894
49.833	70.3873
49.850	70.3853
49.867	70.3831
49.883	70.3809
49.900	70.3789
49.917	70.3773
49.933	70.3755
49.950	70.3741
49.967	70.3728
49.983	70.3715
50.000	70.3699
50.017	70.3682
50.033	70.3670
50.050	70.3673
50.067	70.3687
50.083	70.3709
50.100	70.3737
50.117	70.3760
50.133	70.3776
50.150	70.3783
50.167	70.3785
50.183	70.3788
50.200	70.3789
50.217	70.3789
50.233	70.3792
50.250	70.3801
50.267	70.3816
50.283	70.3834
50.300	70.3855
50.317	70.3877
50.333	70.3900
50.350	70.3932
50.367	70.3959
50.383	70.3981
50.400	70.4000
50.417	70.4015
50.433	70.4020
50.450	70.4018
50.467	70.4007
50.483	70.3992
50.500	70.3977
50.517	70.3974
50.533	70.3982
50.550	70.3991
50.567	70.3996
50.583	70.3994
50.600	70.3993
50.617	70.3995
50.633	70.4001
50.650	70.4006
50.667	70.4006
50.683	70.3999
50.700	70.3985
50.717	70.3973
50.733	70.3963
50.750	70.3953
50.767	70.3945
50.783	70.3938
50.800	70.3934
50.817	70.3931
50.833	70.3930
50.850	70.3935
50.867	70.3942
50.883	70.3952
50.900	70.3968
50.917	70.3985
50.933	70.4000
50.950	70.4013
50.967	70.4033
50.983	70.4049
51.000	70.4059
51.017	70.4065
51.033	70.4071
51.050	70.4076
