Filename:	D:\Users\Thermal_Users\LeBlanc\Cu ink 8_8_16.tg1d

Time (min)	Weight % (%)
25.350	99.5632
25.367	99.5638
25.383	99.5640
25.400	99.5642
25.417	99.5645
25.433	99.5652
25.450	99.5660
25.467	99.5668
25.483	99.5679
25.500	99.5688
25.517	99.5696
25.533	99.5705
25.550	99.5717
25.567	99.5728
25.583	99.5739
25.600	99.5748
25.617	99.5755
25.633	99.5760
25.650	99.5763
25.667	99.5766
25.683	99.5770
25.700	99.5778
25.717	99.5785
25.733	99.5793
25.750	99.5806
25.767	99.5814
25.783	99.5823
25.800	99.5825
25.817	99.5829
25.833	99.5837
25.850	99.5843
25.867	99.5852
25.883	99.5860
25.900	99.5870
25.917	99.5880
25.933	99.5893
25.950	99.5905
25.967	99.5917
25.983	99.5929
26.000	99.5936
26.017	99.5939
26.033	99.5945
26.050	99.5949
26.067	99.5958
26.083	99.5968
26.100	99.5976
26.117	99.5982
26.133	99.5989
26.150	99.5999
26.167	99.6006
26.183	99.6016
26.200	99.6028
26.217	99.6039
26.233	99.6048
26.250	99.6057
26.267	99.6067
26.283	99.6076
26.300	99.6082
26.317	99.6087
26.333	99.6093
26.350	99.6102
26.367	99.6111
26.383	99.6123
26.400	99.6134
26.417	99.6141
26.433	99.6147
26.450	99.6157
26.467	99.6167
26.483	99.6175
26.500	99.6185
26.517	99.6193
26.533	99.6205
26.550	99.6216
26.567	99.6223
26.583	99.6230
26.600	99.6237
26.617	99.6242
26.633	99.6254
26.650	99.6266
26.667	99.6277
26.683	99.6287
26.700	99.6296
26.717	99.6305
26.733	99.6318
26.750	99.6331
26.767	99.6343
26.783	99.6355
26.800	99.6363
26.817	99.6372
26.833	99.6381
26.850	99.6386
26.867	99.6392
26.883	99.6401
26.900	99.6409
26.917	99.6419
26.933	99.6429
26.950	99.6439
26.967	99.6450
26.983	99.6463
27.000	99.6472
27.017	99.6483
27.033	99.6496
27.050	99.6510
27.067	99.6521
27.083	99.6529
27.100	99.6541
27.117	99.6551
27.133	99.6558
27.150	99.6568
27.167	99.6577
27.183	99.6585
27.200	99.6592
27.217	99.6600
27.233	99.6607
27.250	99.6617
27.267	99.6631
27.283	99.6644
27.300	99.6658
27.317	99.6670
27.333	99.6683
27.350	99.6698
27.367	99.6714
27.383	99.6727
27.400	99.6739
27.417	99.6747
27.433	99.6756
27.450	99.6765
27.467	99.6773
27.483	99.6784
27.500	99.6803
27.517	99.6817
27.533	99.6829
27.550	99.6838
27.567	99.6847
27.583	99.6855
27.600	99.6859
27.617	99.6867
27.633	99.6875
27.650	99.6883
27.667	99.6896
27.683	99.6909
27.700	99.6922
27.717	99.6937
27.733	99.6951
27.750	99.6963
27.767	99.6974
27.783	99.6987
27.800	99.6995
27.817	99.7006
27.833	99.7014
27.850	99.7028
27.867	99.7043
27.883	99.7058
27.900	99.7070
27.917	99.7080
27.933	99.7089
27.950	99.7102
27.967	99.7114
27.983	99.7126
28.000	99.7141
28.017	99.7155
28.033	99.7168
28.050	99.7179
28.067	99.7186
28.083	99.7194
28.100	99.7206
28.117	99.7217
28.133	99.7230
28.150	99.7239
28.167	99.7254
28.183	99.7265
28.200	99.7277
28.217	99.7292
28.233	99.7305
28.250	99.7317
28.267	99.7330
28.283	99.7345
28.300	99.7357
28.317	99.7369
28.333	99.7381
28.350	99.7393
28.367	99.7404
28.383	99.7416
28.400	99.7435
28.417	99.7454
28.433	99.7469
28.450	99.7482
28.467	99.7489
28.483	99.7498
28.500	99.7504
28.517	99.7517
28.533	99.7526
28.550	99.7537
28.567	99.7548
28.583	99.7561
28.600	99.7573
28.617	99.7586
28.633	99.7601
28.650	99.7618
28.667	99.7632
28.683	99.7642
28.700	99.7651
28.717	99.7663
28.733	99.7673
28.750	99.7682
28.767	99.7691
28.783	99.7700
28.800	99.7711
28.817	99.7725
28.833	99.7739
28.850	99.7754
28.867	99.7768
28.883	99.7784
28.900	99.7801
28.917	99.7818
28.933	99.7837
28.950	99.7854
28.967	99.7870
28.983	99.7882
29.000	99.7890
29.017	99.7899
29.033	99.7908
29.050	99.7918
29.067	99.7928
29.083	99.7939
29.100	99.7951
29.117	99.7965
29.133	99.7979
29.150	99.7996
29.167	99.8011
29.183	99.8026
29.200	99.8041
29.217	99.8054
29.233	99.8064
29.250	99.8077
29.267	99.8089
29.283	99.8098
29.300	99.8109
29.317	99.8123
29.333	99.8136
29.350	99.8146
29.367	99.8159
29.383	99.8170
29.400	99.8183
29.417	99.8195
29.433	99.8210
29.450	99.8225
29.467	99.8240
29.483	99.8257
29.500	99.8275
29.517	99.8279
29.533	99.8297
29.550	99.8315
29.567	99.8325
29.583	99.8336
29.600	99.8345
29.617	99.8357
29.633	99.8371
29.650	99.8384
29.667	99.8398
29.683	99.8411
29.700	99.8424
29.717	99.8438
29.733	99.8452
29.750	99.8467
29.767	99.8479
29.783	99.8491
29.800	99.8506
29.817	99.8524
29.833	99.8539
29.850	99.8551
29.867	99.8556
29.883	99.8566
29.900	99.8575
29.917	99.8590
29.933	99.8607
29.950	99.8626
29.967	99.8643
29.983	99.8654
30.000	99.8666
30.017	99.8685
30.033	99.8698
30.050	99.8710
30.067	99.8725
30.083	99.8735
30.100	99.8748
30.117	99.8760
30.133	99.8771
30.150	99.8781
30.167	99.8794
30.183	99.8807
30.200	99.8819
30.217	99.8835
30.233	99.8850
30.250	99.8865
30.267	99.8880
30.283	99.8894
30.300	99.8907
30.317	99.8919
30.333	99.8931
30.350	99.8943
30.367	99.8954
30.383	99.8964
30.400	99.8975
30.417	99.8986
30.433	99.9002
30.450	99.9025
30.467	99.9046
30.483	99.9060
30.500	99.9071
30.517	99.9080
30.533	99.9091
30.550	99.9107
30.567	99.9117
30.583	99.9128
30.600	99.9139
30.617	99.9150
30.633	99.9159
30.650	99.9167
30.667	99.9179
30.683	99.9192
30.700	99.9206
30.717	99.9221
30.733	99.9235
30.750	99.9245
30.767	99.9263
30.783	99.9272
30.800	99.9277
30.817	99.9289
30.833	99.9304
30.850	99.9315
30.867	99.9325
30.883	99.9335
30.900	99.9348
30.917	99.9361
30.933	99.9376
30.950	99.9392
30.967	99.9405
30.983	99.9418
31.000	99.9430
31.017	99.9442
31.033	99.9456
31.050	99.9469
31.067	99.9478
31.083	99.9491
31.100	99.9503
31.117	99.9521
31.133	99.9541
31.150	99.9552
31.167	99.9562
31.183	99.9572
31.200	99.9579
31.217	99.9587
31.233	99.9597
31.250	99.9609
31.267	99.9617
31.283	99.9630
31.300	99.9641
31.317	99.9655
31.333	99.9668
31.350	99.9682
31.367	99.9692
31.383	99.9703
31.400	99.9715
31.417	99.9728
31.433	99.9740
31.450	99.9747
31.467	99.9750
31.483	99.9754
31.500	99.9767
31.517	99.9783
31.533	99.9796
31.550	99.9814
31.567	99.9826
31.583	99.9839
31.600	99.9857
31.617	99.9875
31.633	99.9886
31.650	99.9897
31.667	99.9908
31.683	99.9918
31.700	99.9927
31.717	99.9938
31.733	99.9949
31.750	99.9959
31.767	99.9964
31.783	99.9975
31.800	99.9985
31.817	99.9998
31.833	100.0011
31.850	100.0021
31.867	100.0036
31.883	100.0050
31.900	100.0064
31.917	100.0083
31.933	100.0099
31.950	100.0107
31.967	100.0121
31.983	100.0132
32.000	100.0137
32.017	100.0144
32.033	100.0150
32.050	100.0159
32.067	100.0165
32.083	100.0172
32.100	100.0180
32.117	100.0192
32.133	100.0204
32.150	100.0214
32.167	100.0226
32.183	100.0238
32.200	100.0252
32.217	100.0271
32.233	100.0288
32.250	100.0299
32.267	100.0308
32.283	100.0311
32.300	100.0309
32.317	100.0318
32.333	100.0333
32.350	100.0347
32.367	100.0359
32.383	100.0369
32.400	100.0381
32.417	100.0391
32.433	100.0403
32.450	100.0414
32.467	100.0427
32.483	100.0440
32.500	100.0450
32.517	100.0460
32.533	100.0466
32.550	100.0478
32.567	100.0487
32.583	100.0498
32.600	100.0504
32.617	100.0510
32.633	100.0521
32.650	100.0535
32.667	100.0551
32.683	100.0564
32.700	100.0578
32.717	100.0588
32.733	100.0594
32.750	100.0603
32.767	100.0612
32.783	100.0619
32.800	100.0630
32.817	100.0643
32.833	100.0656
32.850	100.0666
32.867	100.0677
32.883	100.0688
32.900	100.0698
32.917	100.0707
32.933	100.0717
32.950	100.0732
32.967	100.0741
32.983	100.0752
33.000	100.0760
33.017	100.0769
33.033	100.0778
33.050	100.0788
33.067	100.0798
33.083	100.0808
33.100	100.0818
33.117	100.0828
33.133	100.0841
33.150	100.0855
33.167	100.0867
33.183	100.0876
33.200	100.0883
33.217	100.0890
33.233	100.0899
33.250	100.0910
33.267	100.0918
33.283	100.0930
33.300	100.0939
33.317	100.0951
33.333	100.0963
33.350	100.0977
33.367	100.0989
33.383	100.0999
33.400	100.1014
33.417	100.1028
33.433	100.1040
33.450	100.1049
33.467	100.1053
33.483	100.1059
33.500	100.1066
33.517	100.1077
33.533	100.1088
33.550	100.1098
33.567	100.1106
33.583	100.1114
33.600	100.1122
33.617	100.1131
33.633	100.1143
33.650	100.1152
33.667	100.1159
33.683	100.1170
33.700	100.1182
33.717	100.1193
33.733	100.1204
33.750	100.1215
33.767	100.1228
33.783	100.1240
33.800	100.1254
33.817	100.1260
33.833	100.1268
33.850	100.1277
33.867	100.1283
33.883	100.1293
33.900	100.1302
33.917	100.1311
33.933	100.1323
33.950	100.1332
33.967	100.1351
33.983	100.1368
34.000	100.1372
34.017	100.1377
34.033	100.1383
34.050	100.1389
34.067	100.1391
34.083	100.1397
34.100	100.1407
34.117	100.1419
34.133	100.1431
34.150	100.1447
34.167	100.1463
34.183	100.1478
34.200	100.1486
34.217	100.1489
34.233	100.1496
34.250	100.1504
34.267	100.1510
34.283	100.1520
34.300	100.1528
34.317	100.1540
34.333	100.1547
34.350	100.1557
34.367	100.1571
34.383	100.1580
34.400	100.1589
34.417	100.1596
34.433	100.1602
34.450	100.1606
34.467	100.1613
34.483	100.1624
34.500	100.1634
34.517	100.1643
34.533	100.1652
34.550	100.1664
34.567	100.1676
34.583	100.1686
34.600	100.1697
34.617	100.1704
34.633	100.1711
34.650	100.1723
34.667	100.1734
34.683	100.1747
34.700	100.1757
34.717	100.1767
34.733	100.1777
34.750	100.1786
34.767	100.1794
34.783	100.1797
34.800	100.1806
34.817	100.1813
34.833	100.1825
34.850	100.1835
34.867	100.1845
34.883	100.1856
34.900	100.1865
34.917	100.1879
34.933	100.1890
34.950	100.1900
34.967	100.1910
34.983	100.1917
35.000	100.1924
35.017	100.1928
35.033	100.1932
35.050	100.1939
35.067	100.1948
35.083	100.1958
35.100	100.1968
35.117	100.1977
35.133	100.1985
35.150	100.1997
35.167	100.2008
35.183	100.2014
35.200	100.2024
35.217	100.2035
35.233	100.2045
35.250	100.2054
35.267	100.2061
35.283	100.2075
35.300	100.2088
35.317	100.2097
35.333	100.2103
35.350	100.2110
35.367	100.2122
35.383	100.2132
35.400	100.2137
35.417	100.2144
35.433	100.2151
35.450	100.2163
35.467	100.2174
35.483	100.2185
35.500	100.2197
35.517	100.2207
35.533	100.2216
35.550	100.2226
35.567	100.2238
35.583	100.2245
35.600	100.2249
35.617	100.2256
35.633	100.2264
35.650	100.2274
35.667	100.2284
35.683	100.2295
35.700	100.2306
35.717	100.2317
35.733	100.2326
35.750	100.2337
35.767	100.2344
35.783	100.2351
35.800	100.2363
35.817	100.2372
35.833	100.2379
35.850	100.2388
35.867	100.2405
35.883	100.2427
35.900	100.2442
35.917	100.2450
35.933	100.2458
35.950	100.2461
35.967	100.2463
35.983	100.2469
36.000	100.2474
36.017	100.2481
36.033	100.2489
36.050	100.2496
36.067	100.2505
36.083	100.2514
36.100	100.2521
36.117	100.2529
36.133	100.2536
36.150	100.2543
36.167	100.2551
36.183	100.2559
36.200	100.2564
36.217	100.2565
36.233	100.2574
36.250	100.2590
36.267	100.2601
36.283	100.2611
36.300	100.2619
36.317	100.2630
36.333	100.2641
36.350	100.2650
36.367	100.2660
36.383	100.2674
36.400	100.2685
36.417	100.2701
36.433	100.2718
36.450	100.2718
36.467	100.2720
36.483	100.2724
36.500	100.2731
36.517	100.2739
36.533	100.2751
36.550	100.2761
36.567	100.2771
36.583	100.2779
36.600	100.2787
36.617	100.2793
36.633	100.2801
36.650	100.2807
36.667	100.2814
36.683	100.2821
36.700	100.2829
36.717	100.2837
36.733	100.2844
36.750	100.2849
36.767	100.2855
36.783	100.2868
36.800	100.2879
36.817	100.2889
36.833	100.2898
36.850	100.2905
36.867	100.2920
36.883	100.2936
36.900	100.2946
36.917	100.2950
36.933	100.2954
36.950	100.2960
36.967	100.2966
36.983	100.2976
37.000	100.2987
37.017	100.2993
37.033	100.3003
37.050	100.3011
37.067	100.3017
37.083	100.3025
37.100	100.3031
37.117	100.3039
37.133	100.3046
37.150	100.3054
37.167	100.3063
37.183	100.3076
37.200	100.3090
37.217	100.3100
37.233	100.3112
37.250	100.3122
37.267	100.3132
37.283	100.3139
37.300	100.3147
37.317	100.3154
37.333	100.3159
37.350	100.3164
37.367	100.3167
37.383	100.3173
37.400	100.3178
37.417	100.3184
37.433	100.3189
37.450	100.3195
37.467	100.3205
37.483	100.3217
37.500	100.3227
37.517	100.3235
37.533	100.3245
37.550	100.3259
37.567	100.3269
37.583	100.3279
37.600	100.3288
37.617	100.3297
37.633	100.3304
37.650	100.3311
37.667	100.3317
37.683	100.3322
37.700	100.3326
37.717	100.3335
37.733	100.3346
37.750	100.3351
37.767	100.3357
37.783	100.3365
37.800	100.3375
37.817	100.3384
37.833	100.3395
37.850	100.3403
37.867	100.3415
37.883	100.3426
37.900	100.3437
37.917	100.3444
37.933	100.3451
37.950	100.3463
37.967	100.3469
37.983	100.3474
38.000	100.3480
38.017	100.3487
38.033	100.3499
38.050	100.3506
38.067	100.3511
38.083	100.3515
38.100	100.3523
38.117	100.3532
38.133	100.3541
38.150	100.3552
38.167	100.3562
38.183	100.3571
38.200	100.3579
38.217	100.3585
38.233	100.3597
38.250	100.3612
38.267	100.3623
38.283	100.3629
38.300	100.3636
38.317	100.3640
38.333	100.3646
38.350	100.3657
38.367	100.3668
38.383	100.3676
38.400	100.3679
38.417	100.3681
38.433	100.3687
38.450	100.3695
38.467	100.3705
38.483	100.3715
38.500	100.3723
38.517	100.3733
38.533	100.3741
38.550	100.3750
38.567	100.3757
38.583	100.3764
38.600	100.3772
38.617	100.3784
38.633	100.3798
38.650	100.3807
38.667	100.3813
38.683	100.3816
38.700	100.3822
38.717	100.3830
38.733	100.3837
38.750	100.3845
38.767	100.3850
38.783	100.3857
38.800	100.3864
38.817	100.3874
38.833	100.3880
38.850	100.3891
38.867	100.3903
38.883	100.3911
38.900	100.3920
38.917	100.3928
38.933	100.3935
38.950	100.3943
38.967	100.3951
38.983	100.3961
39.000	100.3971
39.017	100.3980
39.033	100.3988
39.050	100.3995
39.067	100.4002
39.083	100.4011
39.100	100.4020
39.117	100.4030
39.133	100.4037
39.150	100.4045
39.167	100.4052
39.183	100.4063
39.200	100.4070
39.217	100.4076
39.233	100.4087
39.250	100.4100
39.267	100.4111
39.283	100.4118
39.300	100.4122
39.317	100.4128
39.333	100.4132
39.350	100.4138
39.367	100.4142
39.383	100.4149
39.400	100.4157
39.417	100.4167
39.433	100.4175
39.450	100.4183
39.467	100.4193
39.483	100.4205
39.500	100.4215
39.517	100.4224
39.533	100.4236
39.550	100.4246
39.567	100.4253
39.583	100.4257
39.600	100.4258
39.617	100.4261
39.633	100.4266
39.650	100.4268
39.667	100.4274
39.683	100.4283
39.700	100.4292
39.717	100.4303
39.733	100.4316
39.750	100.4327
39.767	100.4337
39.783	100.4344
39.800	100.4352
39.817	100.4363
39.833	100.4372
39.850	100.4381
39.867	100.4390
39.883	100.4395
39.900	100.4398
39.917	100.4405
39.933	100.4411
39.950	100.4419
39.967	100.4425
39.983	100.4434
40.000	100.4443
40.017	100.4452
40.033	100.4459
40.050	100.4469
40.067	100.4481
40.083	100.4493
40.100	100.4500
40.117	100.4509
40.133	100.4515
40.150	100.4520
40.167	100.4524
40.183	100.4531
40.200	100.4538
40.217	100.4537
40.233	100.4543
40.250	100.4550
40.267	100.4558
40.283	100.4568
40.300	100.4577
40.317	100.4584
40.333	100.4588
40.350	100.4593
40.367	100.4603
40.383	100.4613
40.400	100.4622
40.417	100.4630
40.433	100.4638
40.450	100.4648
40.467	100.4656
40.483	100.4662
40.500	100.4668
40.517	100.4678
40.533	100.4688
40.550	100.4698
40.567	100.4706
40.583	100.4713
40.600	100.4720
40.617	100.4729
40.633	100.4735
40.650	100.4743
40.667	100.4753
40.683	100.4759
40.700	100.4768
40.717	100.4776
40.733	100.4783
40.750	100.4791
40.767	100.4797
40.783	100.4802
40.800	100.4807
40.817	100.4815
40.833	100.4826
40.850	100.4838
40.867	100.4851
40.883	100.4858
40.900	100.4860
40.917	100.4865
40.933	100.4870
40.950	100.4876
40.967	100.4883
40.983	100.4890
41.000	100.4895
41.017	100.4902
41.033	100.4910
41.050	100.4917
41.067	100.4926
41.083	100.4934
41.100	100.4943
41.117	100.4950
41.133	100.4958
41.150	100.4965
41.167	100.4974
41.183	100.4984
41.200	100.4998
41.217	100.5003
41.233	100.5007
41.250	100.5009
41.267	100.5011
41.283	100.5016
41.300	100.5024
41.317	100.5030
41.333	100.5035
41.350	100.5040
41.367	100.5045
41.383	100.5054
41.400	100.5068
41.417	100.5079
41.433	100.5089
41.450	100.5097
41.467	100.5102
41.483	100.5108
41.500	100.5114
41.517	100.5121
41.533	100.5130
41.550	100.5140
41.567	100.5156
41.583	100.5167
41.600	100.5172
41.617	100.5172
41.633	100.5173
41.650	100.5177
41.667	100.5185
41.683	100.5188
41.700	100.5191
41.717	100.5199
41.733	100.5209
41.750	100.5217
41.767	100.5223
41.783	100.5230
41.800	100.5242
41.817	100.5255
41.833	100.5268
41.850	100.5276
41.867	100.5278
41.883	100.5278
41.900	100.5281
41.917	100.5287
41.933	100.5296
41.950	100.5303
41.967	100.5304
41.983	100.5309
42.000	100.5313
42.017	100.5321
42.033	100.5329
42.050	100.5338
42.067	100.5351
42.083	100.5361
42.100	100.5371
42.117	100.5377
42.133	100.5382
42.150	100.5388
42.167	100.5395
42.183	100.5401
42.200	100.5405
42.217	100.5410
42.233	100.5420
42.250	100.5425
42.267	100.5429
42.283	100.5434
42.300	100.5441
42.317	100.5448
42.333	100.5455
42.350	100.5462
42.367	100.5471
42.383	100.5482
42.400	100.5492
42.417	100.5502
42.433	100.5511
42.450	100.5523
42.467	100.5529
42.483	100.5535
42.500	100.5541
42.517	100.5547
42.533	100.5552
42.550	100.5556
42.567	100.5559
42.583	100.5567
42.600	100.5574
42.617	100.5580
42.633	100.5586
42.650	100.5592
42.667	100.5599
42.683	100.5609
42.700	100.5617
42.717	100.5624
42.733	100.5632
42.750	100.5639
42.767	100.5648
42.783	100.5658
42.800	100.5665
42.817	100.5672
42.833	100.5680
42.850	100.5687
42.867	100.5692
42.883	100.5699
42.900	100.5704
42.917	100.5713
42.933	100.5723
42.950	100.5733
42.967	100.5742
42.983	100.5751
43.000	100.5753
43.017	100.5757
43.033	100.5764
43.050	100.5770
43.067	100.5780
43.083	100.5784
43.100	100.5791
43.117	100.5799
43.133	100.5804
43.150	100.5810
43.167	100.5814
43.183	100.5817
43.200	100.5819
43.217	100.5824
43.233	100.5833
43.250	100.5841
43.267	100.5850
43.283	100.5857
43.300	100.5865
43.317	100.5871
43.333	100.5877
43.350	100.5885
43.367	100.5894
43.383	100.5901
43.400	100.5908
43.417	100.5916
43.433	100.5924
43.450	100.5933
43.467	100.5939
43.483	100.5944
43.500	100.5949
43.517	100.5954
43.533	100.5960
43.550	100.5966
43.567	100.5976
43.583	100.5985
43.600	100.5994
43.617	100.6006
43.633	100.6015
43.650	100.6025
43.667	100.6033
43.683	100.6039
43.700	100.6042
43.717	100.6049
43.733	100.6056
43.750	100.6064
43.767	100.6069
43.783	100.6072
43.800	100.6077
43.817	100.6078
43.833	100.6080
43.850	100.6084
43.867	100.6091
43.883	100.6097
43.900	100.6108
43.917	100.6122
43.933	100.6133
43.950	100.6141
43.967	100.6148
43.983	100.6152
44.000	100.6158
44.017	100.6165
44.033	100.6168
44.050	100.6176
44.067	100.6182
44.083	100.6192
44.100	100.6198
44.117	100.6200
44.133	100.6203
44.150	100.6209
44.167	100.6214
44.183	100.6220
44.200	100.6228
44.217	100.6238
44.233	100.6247
44.250	100.6255
44.267	100.6265
44.283	100.6272
44.300	100.6280
44.317	100.6286
44.333	100.6291
44.350	100.6297
44.367	100.6304
44.383	100.6309
44.400	100.6319
44.417	100.6329
44.433	100.6340
44.450	100.6349
44.467	100.6356
44.483	100.6361
44.500	100.6363
