Filename:	D:\Users\Thermal_Users\LeBlanc\Ag2 ink 8_9_16.tg1d

Temperature (°C)	Weight (mg)
272.081	70.8514
272.229	70.8491
272.382	70.8468
272.534	70.8445
272.686	70.8424
272.844	70.8402
273.001	70.8382
273.154	70.8360
273.309	70.8339
273.465	70.8315
273.619	70.8293
273.772	70.8270
273.930	70.8249
274.087	70.8227
274.243	70.8206
274.401	70.8184
274.555	70.8161
274.710	70.8138
274.862	70.8117
275.010	70.8095
275.154	70.8073
275.299	70.8052
275.443	70.8030
275.587	70.8009
275.732	70.7990
275.879	70.7970
276.026	70.7948
276.175	70.7927
276.322	70.7905
276.470	70.7883
276.618	70.7862
276.775	70.7842
276.930	70.7821
277.084	70.7800
277.241	70.7780
277.396	70.7761
277.555	70.7740
277.713	70.7720
277.871	70.7701
278.024	70.7680
278.178	70.7659
278.326	70.7638
278.475	70.7617
278.623	70.7596
278.769	70.7575
278.915	70.7555
279.058	70.7536
279.197	70.7517
279.336	70.7495
279.477	70.7475
279.618	70.7454
279.762	70.7434
279.910	70.7415
280.055	70.7396
280.199	70.7376
280.344	70.7356
280.487	70.7335
280.631	70.7314
280.773	70.7295
280.919	70.7277
281.067	70.7257
281.222	70.7237
281.377	70.7217
281.535	70.7197
281.689	70.7179
281.841	70.7160
281.999	70.7141
282.156	70.7122
282.316	70.7102
282.476	70.7082
282.635	70.7062
282.795	70.7046
282.951	70.7027
283.109	70.7008
283.263	70.6988
283.419	70.6968
283.577	70.6949
283.727	70.6931
283.865	70.6913
284.001	70.6895
284.137	70.6877
284.274	70.6858
284.414	70.6841
284.560	70.6823
284.703	70.6805
284.849	70.6786
284.998	70.6768
285.146	70.6749
285.297	70.6731
285.449	70.6714
285.598	70.6697
285.744	70.6679
285.895	70.6661
286.038	70.6643
286.185	70.6626
286.331	70.6608
286.478	70.6590
286.625	70.6572
286.774	70.6556
286.921	70.6539
287.068	70.6521
287.214	70.6504
287.360	70.6487
287.514	70.6470
287.670	70.6453
287.826	70.6437
287.984	70.6420
288.143	70.6402
288.298	70.6385
288.450	70.6368
288.605	70.6352
288.758	70.6336
288.906	70.6320
289.057	70.6304
289.206	70.6287
289.358	70.6270
289.511	70.6254
289.663	70.6242
289.814	70.6229
289.967	70.6214
290.123	70.6197
290.275	70.6179
290.427	70.6161
290.579	70.6144
290.734	70.6129
290.888	70.6115
291.043	70.6100
291.197	70.6084
291.351	70.6069
291.504	70.6054
291.656	70.6038
291.807	70.6022
291.956	70.6007
292.104	70.5990
292.254	70.5974
292.405	70.5960
292.555	70.5944
292.704	70.5928
292.855	70.5913
293.004	70.5899
293.150	70.5886
293.296	70.5872
293.443	70.5857
293.595	70.5843
293.745	70.5829
293.896	70.5815
294.051	70.5802
294.208	70.5790
294.361	70.5776
294.518	70.5761
294.671	70.5746
294.825	70.5729
294.977	70.5714
295.128	70.5700
295.281	70.5685
295.433	70.5671
295.585	70.5657
295.742	70.5644
295.899	70.5632
296.059	70.5621
296.216	70.5610
296.372	70.5599
296.528	70.5587
296.687	70.5574
296.842	70.5561
297.001	70.5549
297.162	70.5537
297.327	70.5524
297.495	70.5510
297.664	70.5497
297.832	70.5484
297.993	70.5471
298.150	70.5457
298.304	70.5444
298.456	70.5430
298.606	70.5416
298.755	70.5403
298.902	70.5390
299.051	70.5376
299.202	70.5363
299.348	70.5350
299.496	70.5338
299.645	70.5326
299.794	70.5314
299.946	70.5302
300.095	70.5288
300.243	70.5275
300.389	70.5262
300.533	70.5249
300.682	70.5237
300.835	70.5224
300.991	70.5212
301.152	70.5200
301.316	70.5188
301.478	70.5176
301.639	70.5165
301.799	70.5153
301.957	70.5142
302.112	70.5129
302.271	70.5117
302.431	70.5106
302.590	70.5094
302.745	70.5081
302.898	70.5069
303.047	70.5057
303.197	70.5045
303.350	70.5033
303.499	70.5022
303.645	70.5011
303.794	70.5000
303.941	70.4988
304.085	70.4978
304.229	70.4967
304.372	70.4956
304.515	70.4944
304.656	70.4933
304.801	70.4921
304.946	70.4909
305.094	70.4899
305.250	70.4889
305.410	70.4877
305.575	70.4866
305.741	70.4855
305.906	70.4844
306.071	70.4832
306.234	70.4821
306.399	70.4810
306.560	70.4800
306.717	70.4789
306.871	70.4779
307.026	70.4768
307.177	70.4758
307.326	70.4747
307.474	70.4735
307.622	70.4724
307.778	70.4713
307.936	70.4702
308.097	70.4692
308.259	70.4682
308.419	70.4672
308.577	70.4662
308.730	70.4650
308.879	70.4639
309.029	70.4628
309.175	70.4618
309.320	70.4608
309.463	70.4598
309.603	70.4588
309.737	70.4578
309.870	70.4568
309.998	70.4559
310.128	70.4550
310.256	70.4543
310.387	70.4533
310.521	70.4522
310.660	70.4511
310.804	70.4501
310.948	70.4491
311.101	70.4480
311.256	70.4469
311.413	70.4459
311.571	70.4447
311.730	70.4437
311.890	70.4427
312.051	70.4417
312.210	70.4407
312.368	70.4398
312.523	70.4389
312.684	70.4380
312.844	70.4370
313.010	70.4361
313.174	70.4352
313.338	70.4342
313.498	70.4333
313.657	70.4323
313.816	70.4313
313.974	70.4304
314.132	70.4294
314.289	70.4286
314.445	70.4278
314.600	70.4269
314.753	70.4261
314.906	70.4251
315.057	70.4242
315.205	70.4232
315.355	70.4222
315.506	70.4213
315.653	70.4203
315.800	70.4193
315.945	70.4184
316.094	70.4176
316.245	70.4167
316.396	70.4158
316.549	70.4148
316.709	70.4138
316.869	70.4129
317.028	70.4120
317.190	70.4111
317.345	70.4103
317.502	70.4094
317.656	70.4084
317.807	70.4073
317.958	70.4063
318.107	70.4053
318.258	70.4044
318.406	70.4037
318.558	70.4028
318.710	70.4018
318.863	70.4008
319.016	70.3999
319.171	70.3990
319.333	70.3982
319.491	70.3974
319.654	70.3965
319.816	70.3958
319.976	70.3950
320.137	70.3941
320.298	70.3933
320.459	70.3925
320.617	70.3916
320.776	70.3906
320.933	70.3897
321.089	70.3886
321.244	70.3877
321.398	70.3868
321.554	70.3860
321.709	70.3851
321.867	70.3843
322.026	70.3834
322.190	70.3826
322.357	70.3818
322.527	70.3809
322.698	70.3801
322.867	70.3791
323.031	70.3783
323.190	70.3775
323.341	70.3766
323.491	70.3756
323.642	70.3749
323.796	70.3741
323.957	70.3734
324.119	70.3726
324.282	70.3716
324.444	70.3707
324.601	70.3698
324.754	70.3688
324.902	70.3679
325.048	70.3670
325.193	70.3660
325.339	70.3652
325.488	70.3643
325.637	70.3635
325.783	70.3626
325.929	70.3617
326.074	70.3607
326.220	70.3598
326.366	70.3590
326.514	70.3581
326.666	70.3573
326.825	70.3564
326.994	70.3556
327.169	70.3549
327.343	70.3541
327.517	70.3531
327.685	70.3521
327.849	70.3512
328.008	70.3503
328.163	70.3494
328.313	70.3485
328.462	70.3476
328.607	70.3468
328.753	70.3460
328.903	70.3452
329.052	70.3444
329.201	70.3436
329.349	70.3428
329.499	70.3419
329.649	70.3411
329.801	70.3403
329.961	70.3394
330.125	70.3386
330.292	70.3378
330.464	70.3369
330.638	70.3359
330.818	70.3350
330.996	70.3341
331.170	70.3333
331.344	70.3325
331.516	70.3317
331.678	70.3310
331.837	70.3301
331.987	70.3291
332.135	70.3282
332.282	70.3273
332.429	70.3264
332.577	70.3255
332.723	70.3247
332.869	70.3239
333.014	70.3230
333.162	70.3220
333.317	70.3211
333.476	70.3203
333.638	70.3195
333.805	70.3188
333.976	70.3180
334.150	70.3171
334.322	70.3162
334.493	70.3154
334.663	70.3145
334.833	70.3137
334.995	70.3129
335.150	70.3120
335.302	70.3112
335.452	70.3104
335.602	70.3094
335.755	70.3085
335.903	70.3076
336.051	70.3067
336.204	70.3058
336.360	70.3049
336.526	70.3041
336.698	70.3033
336.871	70.3025
337.046	70.3016
337.217	70.3007
337.384	70.2999
337.549	70.2990
337.713	70.2981
337.877	70.2972
338.039	70.2963
338.201	70.2955
338.360	70.2947
338.518	70.2939
338.674	70.2931
338.825	70.2923
338.974	70.2914
339.118	70.2905
339.259	70.2896
339.399	70.2888
339.539	70.2881
339.682	70.2871
339.826	70.2862
339.973	70.2852
340.122	70.2842
340.271	70.2832
340.420	70.2823
340.568	70.2815
340.721	70.2806
340.878	70.2796
341.044	70.2787
341.210	70.2778
341.377	70.2770
341.540	70.2762
341.705	70.2753
341.868	70.2745
342.033	70.2737
342.199	70.2728
342.362	70.2718
342.525	70.2709
342.685	70.2700
342.843	70.2691
342.996	70.2682
343.145	70.2673
343.288	70.2663
343.429	70.2654
343.573	70.2644
343.718	70.2635
343.868	70.2625
344.023	70.2616
344.180	70.2607
344.342	70.2598
344.506	70.2589
344.667	70.2580
344.828	70.2573
344.987	70.2565
345.143	70.2556
345.302	70.2547
345.462	70.2537
345.619	70.2527
345.777	70.2517
345.936	70.2508
346.100	70.2501
346.269	70.2491
346.437	70.2483
346.606	70.2474
346.774	70.2465
346.940	70.2457
347.105	70.2447
347.267	70.2438
347.432	70.2428
347.593	70.2420
347.758	70.2410
347.925	70.2402
348.095	70.2392
348.265	70.2382
348.440	70.2373
348.614	70.2364
348.786	70.2355
348.952	70.2346
349.112	70.2337
349.265	70.2328
349.418	70.2319
349.571	70.2309
349.721	70.2299
349.871	70.2289
350.024	70.2278
350.180	70.2270
350.338	70.2262
350.494	70.2253
350.649	70.2243
350.803	70.2233
350.956	70.2222
351.112	70.2213
351.272	70.2204
351.434	70.2194
351.598	70.2185
351.762	70.2176
351.923	70.2167
352.082	70.2158
352.238	70.2148
352.390	70.2139
352.534	70.2129
352.676	70.2118
352.820	70.2107
352.966	70.2096
353.116	70.2087
353.267	70.2078
353.423	70.2070
353.583	70.2062
353.741	70.2053
353.899	70.2043
354.053	70.2034
354.205	70.2023
354.363	70.2014
354.524	70.2004
354.685	70.1994
354.846	70.1986
354.998	70.1977
355.146	70.1967
355.292	70.1957
355.443	70.1946
355.603	70.1936
355.767	70.1926
355.934	70.1916
356.101	70.1906
356.266	70.1896
356.431	70.1885
356.599	70.1874
356.767	70.1864
356.936	70.1856
357.110	70.1847
357.287	70.1839
357.469	70.1830
357.651	70.1820
357.830	70.1811
358.005	70.1799
358.179	70.1790
358.351	70.1780
358.519	70.1770
358.683	70.1761
358.839	70.1752
358.991	70.1742
359.141	70.1732
359.291	70.1722
359.445	70.1710
359.601	70.1701
359.757	70.1691
359.913	70.1681
360.073	70.1671
360.232	70.1662
360.393	70.1652
360.557	70.1643
360.717	70.1632
360.877	70.1621
361.035	70.1609
361.188	70.1599
361.339	70.1588
361.488	70.1577
361.637	70.1567
361.785	70.1558
361.939	70.1548
362.097	70.1537
362.257	70.1527
362.418	70.1517
362.582	70.1506
362.749	70.1496
362.915	70.1484
363.082	70.1474
363.246	70.1464
363.403	70.1453
363.561	70.1443
363.719	70.1432
363.881	70.1421
364.040	70.1409
364.202	70.1399
364.358	70.1388
364.518	70.1377
364.672	70.1367
364.824	70.1356
364.975	70.1344
365.123	70.1333
365.269	70.1324
365.413	70.1314
365.557	70.1304
365.701	70.1292
365.847	70.1281
365.997	70.1271
366.152	70.1260
366.316	70.1250
366.484	70.1240
366.655	70.1229
366.830	70.1218
367.003	70.1207
367.175	70.1196
367.347	70.1185
367.519	70.1174
367.692	70.1162
367.865	70.1151
368.040	70.1141
368.217	70.1130
368.395	70.1119
368.573	70.1108
368.750	70.1095
368.927	70.1084
369.104	70.1073
369.277	70.1062
369.449	70.1051
369.618	70.1039
369.782	70.1027
369.944	70.1015
370.105	70.1004
370.265	70.0991
370.428	70.0980
370.592	70.0970
370.757	70.0959
370.920	70.0946
371.088	70.0933
371.253	70.0920
371.423	70.0907
371.595	70.0895
371.767	70.0883
371.939	70.0871
372.107	70.0859
372.270	70.0848
372.425	70.0835
372.574	70.0824
372.723	70.0812
372.872	70.0801
373.025	70.0788
373.181	70.0777
373.340	70.0767
373.499	70.0755
373.660	70.0743
373.823	70.0730
373.986	70.0719
374.145	70.0707
374.304	70.0694
374.461	70.0681
374.618	70.0668
374.776	70.0656
374.936	70.0643
375.098	70.0631
375.261	70.0619
375.420	70.0607
375.576	70.0595
375.728	70.0583
375.883	70.0571
376.041	70.0557
376.203	70.0544
376.365	70.0532
376.525	70.0520
376.680	70.0507
376.836	70.0495
376.992	70.0482
377.152	70.0468
377.314	70.0455
377.477	70.0443
377.643	70.0429
377.812	70.0416
377.981	70.0402
378.152	70.0388
378.322	70.0375
378.489	70.0363
378.649	70.0352
378.809	70.0339
378.965	70.0325
379.117	70.0311
379.265	70.0296
379.412	70.0283
379.558	70.0269
379.711	70.0257
379.866	70.0245
380.027	70.0233
380.192	70.0220
380.357	70.0206
380.523	70.0191
380.682	70.0178
380.838	70.0165
380.996	70.0152
381.152	70.0139
381.310	70.0126
381.463	70.0114
381.615	70.0102
381.767	70.0090
381.920	70.0078
382.077	70.0064
382.238	70.0050
382.400	70.0036
382.567	70.0022
382.737	70.0007
382.911	69.9993
383.085	69.9978
383.260	69.9963
383.429	69.9951
383.594	69.9939
383.759	69.9926
383.934	69.9912
384.118	69.9898
384.307	69.9884
384.495	69.9870
384.679	69.9857
384.854	69.9845
385.018	69.9832
385.175	69.9819
385.329	69.9806
385.484	69.9791
385.640	69.9776
385.796	69.9762
385.950	69.9748
386.112	69.9733
386.277	69.9719
386.446	69.9704
386.609	69.9690
386.769	69.9676
386.924	69.9663
387.078	69.9650
387.235	69.9636
387.392	69.9622
387.553	69.9609
387.713	69.9595
387.872	69.9581
388.029	69.9568
388.185	69.9555
388.342	69.9540
388.500	69.9526
388.658	69.9512
388.820	69.9498
388.981	69.9486
389.144	69.9473
389.307	69.9457
389.473	69.9442
389.636	69.9427
389.801	69.9413
389.970	69.9399
390.137	69.9386
390.302	69.9372
390.461	69.9358
390.614	69.9343
390.761	69.9328
390.905	69.9315
391.050	69.9301
391.193	69.9288
391.340	69.9275
391.489	69.9260
391.642	69.9246
391.800	69.9232
391.960	69.9218
392.129	69.9203
392.302	69.9190
392.475	69.9176
392.649	69.9161
392.827	69.9147
393.009	69.9134
393.198	69.9120
393.392	69.9107
393.588	69.9092
393.785	69.9077
393.980	69.9064
394.169	69.9049
394.356	69.9035
394.538	69.9021
394.717	69.9005
394.893	69.8991
395.068	69.8978
395.241	69.8964
395.412	69.8951
395.586	69.8938
395.759	69.8925
395.931	69.8911
396.099	69.8897
396.269	69.8883
396.436	69.8869
396.599	69.8854
396.761	69.8842
396.926	69.8829
397.091	69.8815
397.259	69.8801
397.424	69.8785
397.589	69.8770
397.751	69.8756
397.914	69.8742
398.076	69.8729
398.237	69.8716
398.401	69.8703
398.564	69.8689
398.728	69.8675
398.891	69.8661
399.052	69.8646
399.217	69.8631
399.381	69.8616
399.541	69.8602
399.696	69.8587
399.847	69.8573
399.993	69.8559
400.139	69.8545
400.290	69.8532
400.447	69.8518
400.612	69.8505
400.785	69.8493
400.962	69.8481
401.137	69.8469
401.306	69.8457
401.463	69.8443
401.614	69.8429
401.764	69.8415
401.917	69.8402
402.073	69.8390
402.234	69.8377
402.392	69.8362
402.551	69.8348
402.705	69.8335
402.861	69.8323
403.020	69.8310
403.181	69.8297
403.342	69.8284
403.502	69.8271
403.659	69.8258
403.822	69.8244
403.991	69.8229
404.169	69.8215
404.347	69.8203
404.524	69.8190
404.693	69.8179
404.856	69.8166
405.016	69.8153
405.168	69.8139
405.319	69.8125
405.470	69.8113
405.620	69.8102
405.778	69.8091
405.942	69.8079
406.111	69.8066
406.283	69.8053
406.451	69.8041
406.618	69.8028
406.778	69.8014
406.931	69.8002
407.080	69.7990
407.225	69.7977
407.366	69.7965
407.502	69.7953
407.639	69.7940
407.782	69.7928
407.931	69.7915
408.084	69.7903
408.244	69.7892
408.410	69.7881
408.580	69.7870
408.749	69.7857
408.914	69.7845
409.076	69.7833
409.238	69.7821
409.403	69.7807
409.571	69.7794
409.740	69.7782
409.911	69.7770
410.079	69.7758
410.243	69.7747
410.405	69.7735
410.567	69.7723
410.736	69.7712
410.914	69.7701
411.100	69.7690
411.286	69.7679
411.464	69.7668
411.636	69.7656
411.801	69.7644
411.965	69.7633
412.131	69.7622
412.298	69.7612
412.467	69.7602
412.639	69.7591
412.808	69.7579
412.976	69.7567
413.143	69.7556
413.312	69.7544
413.479	69.7533
413.643	69.7521
413.806	69.7509
413.968	69.7497
414.129	69.7486
414.292	69.7474
414.451	69.7463
414.609	69.7453
414.761	69.7442
414.911	69.7431
415.059	69.7421
415.205	69.7409
415.354	69.7398
415.508	69.7388
415.655	69.7379
415.798	69.7369
415.933	69.7358
416.068	69.7348
416.212	69.7336
416.364	69.7325
416.528	69.7315
416.702	69.7305
416.883	69.7293
417.066	69.7283
417.239	69.7272
417.399	69.7262
417.548	69.7250
417.695	69.7240
417.839	69.7229
417.980	69.7218
418.125	69.7206
418.279	69.7196
418.439	69.7186
418.608	69.7178
418.782	69.7168
418.960	69.7159
419.137	69.7150
419.310	69.7142
419.480	69.7131
419.654	69.7119
419.826	69.7108
420.000	69.7097
420.174	69.7086
420.346	69.7076
420.522	69.7067
420.694	69.7059
420.864	69.7051
421.029	69.7043
421.188	69.7034
421.347	69.7025
421.506	69.7015
421.665	69.7005
421.828	69.6995
421.995	69.6985
422.164	69.6975
422.333	69.6966
422.502	69.6956
422.667	69.6946
422.827	69.6936
422.988	69.6927
423.146	69.6919
423.305	69.6909
423.467	69.6900
423.628	69.6890
423.789	69.6881
423.946	69.6873
424.103	69.6865
424.258	69.6855
424.414	69.6845
424.572	69.6836
424.731	69.6827
424.891	69.6818
425.050	69.6808
425.210	69.6799
425.370	69.6791
425.540	69.6781
425.717	69.6772
425.901	69.6763
426.085	69.6754
426.266	69.6747
426.432	69.6738
426.590	69.6729
426.745	69.6720
426.897	69.6712
427.039	69.6704
427.179	69.6696
427.324	69.6687
427.472	69.6680
427.625	69.6672
427.785	69.6666
427.951	69.6658
428.121	69.6649
428.293	69.6641
428.465	69.6633
428.634	69.6625
428.801	69.6617
428.964	69.6609
429.127	69.6600
429.293	69.6592
429.460	69.6583
429.627	69.6575
429.792	69.6569
429.960	69.6562
430.123	69.6554
430.284	69.6546
430.442	69.6537
430.602	69.6528
430.766	69.6520
430.934	69.6512
431.105	69.6505
431.277	69.6497
431.447	69.6490
431.605	69.6482
431.755	69.6475
431.900	69.6469
432.042	69.6461
432.185	69.6453
432.327	69.6446
432.474	69.6438
432.628	69.6431
432.789	69.6424
432.953	69.6417
433.122	69.6409
433.293	69.6401
433.473	69.6394
433.656	69.6387
433.837	69.6379
434.014	69.6372
434.190	69.6364
434.368	69.6357
434.548	69.6351
434.729	69.6345
434.904	69.6339
435.070	69.6332
435.228	69.6325
435.382	69.6318
435.535	69.6310
435.683	69.6303
435.830	69.6296
435.976	69.6291
436.125	69.6286
436.273	69.6279
436.420	69.6272
436.569	69.6264
436.728	69.6258
436.898	69.6251
437.077	69.6244
437.255	69.6237
437.429	69.6230
437.597	69.6223
437.763	69.6218
437.923	69.6212
438.081	69.6205
438.243	69.6199
438.406	69.6194
438.569	69.6189
438.726	69.6184
438.878	69.6178
439.024	69.6171
439.168	69.6163
439.310	69.6158
439.449	69.6154
439.589	69.6148
439.733	69.6142
439.881	69.6135
440.035	69.6129
440.193	69.6122
440.357	69.6116
440.527	69.6111
440.702	69.6105
440.883	69.6099
441.071	69.6093
441.269	69.6088
441.470	69.6082
441.668	69.6075
441.861	69.6070
442.047	69.6064
442.227	69.6059
442.403	69.6054
442.573	69.6048
442.742	69.6043
442.908	69.6035
443.076	69.6028
443.244	69.6021
443.411	69.6016
443.581	69.6013
443.746	69.6009
443.909	69.6004
444.074	69.5998
444.236	69.5992
444.397	69.5986
444.557	69.5980
444.719	69.5975
444.882	69.5969
445.046	69.5964
445.209	69.5959
445.373	69.5955
445.543	69.5952
445.717	69.5945
445.887	69.5939
446.048	69.5933
446.198	69.5926
446.342	69.5919
446.486	69.5914
446.629	69.5910
446.773	69.5907
446.924	69.5902
447.082	69.5897
447.246	69.5893
447.414	69.5888
447.587	69.5884
447.756	69.5879
447.923	69.5875
448.083	69.5871
448.237	69.5865
448.385	69.5859
448.530	69.5855
448.676	69.5850
448.829	69.5845
448.987	69.5840
449.149	69.5836
449.316	69.5830
449.483	69.5824
449.654	69.5820
449.825	69.5816
449.990	69.5811
450.147	69.5806
450.301	69.5803
450.458	69.5798
450.619	69.5794
450.782	69.5789
450.948	69.5784
451.119	69.5779
451.296	69.5776
451.474	69.5772
451.645	69.5767
451.807	69.5761
451.965	69.5756
452.129	69.5751
452.303	69.5746
452.481	69.5742
452.648	69.5738
452.811	69.5733
452.970	69.5729
453.125	69.5725
453.277	69.5721
453.427	69.5717
453.574	69.5712
453.719	69.5708
453.863	69.5703
454.009	69.5697
454.157	69.5693
454.309	69.5690
454.459	69.5687
454.609	69.5683
454.759	69.5679
454.908	69.5674
455.062	69.5669
455.223	69.5664
455.389	69.5660
455.560	69.5656
455.735	69.5653
455.906	69.5648
456.077	69.5644
456.248	69.5639
456.424	69.5636
456.600	69.5633
456.769	69.5630
456.931	69.5625
457.089	69.5620
457.254	69.5615
457.427	69.5610
457.601	69.5606
457.775	69.5600
457.944	69.5595
458.108	69.5590
458.270	69.5584
458.433	69.5580
458.598	69.5576
458.765	69.5574
458.933	69.5571
459.098	69.5569
459.261	69.5567
459.420	69.5564
459.576	69.5559
459.733	69.5554
459.892	69.5549
460.047	69.5544
460.205	69.5540
460.364	69.5536
460.529	69.5532
460.697	69.5528
460.863	69.5525
461.025	69.5523
461.186	69.5520
461.350	69.5517
461.518	69.5513
461.691	69.5508
461.867	69.5504
462.039	69.5500
462.208	69.5495
462.379	69.5490
462.534	69.5486
462.665	69.5480
462.791	69.5475
462.938	69.5471
463.103	69.5469
463.283	69.5467
463.473	69.5464
463.664	69.5462
463.853	69.5458
464.041	69.5454
464.221	69.5450
464.400	69.5445
464.572	69.5441
464.746	69.5437
464.918	69.5433
465.088	69.5428
465.251	69.5424
465.410	69.5420
465.559	69.5415
465.700	69.5411
465.840	69.5406
465.987	69.5404
466.142	69.5401
466.292	69.5398
466.435	69.5395
466.566	69.5391
466.696	69.5387
466.829	69.5383
466.966	69.5378
467.105	69.5373
467.245	69.5369
467.388	69.5365
467.531	69.5361
467.675	69.5359
467.821	69.5354
467.962	69.5349
468.098	69.5345
468.233	69.5340
468.365	69.5336
468.494	69.5334
468.627	69.5332
468.765	69.5329
468.913	69.5327
469.070	69.5325
469.231	69.5323
469.397	69.5319
469.564	69.5316
469.734	69.5312
469.914	69.5307
470.098	69.5302
470.279	69.5296
470.451	69.5290
470.614	69.5286
470.772	69.5282
470.932	69.5279
471.097	69.5276
471.264	69.5274
471.425	69.5271
471.586	69.5268
471.746	69.5263
471.901	69.5259
472.052	69.5256
472.198	69.5253
472.343	69.5248
472.490	69.5245
472.642	69.5242
472.807	69.5240
472.985	69.5238
473.169	69.5235
473.355	69.5232
473.540	69.5228
473.719	69.5223
473.892	69.5219
474.062	69.5215
474.227	69.5212
474.392	69.5209
474.558	69.5203
474.730	69.5198
474.906	69.5195
475.080	69.5191
475.251	69.5187
475.417	69.5182
475.578	69.5179
475.736	69.5176
475.896	69.5175
476.060	69.5173
476.230	69.5171
476.405	69.5168
476.582	69.5165
476.754	69.5160
476.920	69.5156
477.083	69.5152
477.246	69.5148
477.411	69.5145
477.579	69.5143
477.752	69.5140
477.938	69.5137
478.131	69.5133
478.314	69.5128
478.477	69.5124
478.626	69.5120
478.767	69.5116
478.908	69.5113
479.049	69.5110
479.199	69.5106
479.349	69.5102
479.511	69.5097
479.688	69.5092
479.868	69.5089
480.039	69.5086
480.204	69.5083
480.368	69.5081
480.525	69.5079
480.677	69.5076
480.830	69.5074
480.982	69.5072
481.136	69.5069
481.293	69.5065
481.451	69.5062
481.611	69.5058
481.780	69.5053
481.966	69.5048
482.168	69.5044
482.366	69.5039
482.545	69.5036
482.705	69.5033
482.854	69.5029
482.999	69.5026
483.139	69.5023
483.281	69.5019
483.428	69.5015
483.588	69.5012
483.756	69.5009
483.934	69.5006
484.116	69.5003
484.296	69.5000
484.460	69.4998
484.613	69.4994
484.777	69.4991
484.963	69.4988
485.166	69.4984
485.374	69.4981
485.576	69.4977
485.770	69.4974
485.957	69.4972
486.141	69.4969
486.326	69.4966
486.510	69.4962
486.689	69.4957
486.854	69.4953
487.009	69.4950
487.167	69.4946
487.324	69.4943
487.483	69.4941
487.640	69.4937
487.794	69.4934
487.951	69.4930
488.110	69.4926
488.272	69.4924
488.434	69.4922
488.598	69.4918
488.769	69.4914
488.946	69.4911
489.129	69.4907
489.308	69.4905
489.484	69.4904
489.654	69.4901
489.819	69.4898
489.981	69.4894
490.141	69.4890
490.303	69.4885
490.473	69.4881
490.644	69.4877
490.814	69.4874
490.980	69.4870
491.142	69.4868
491.308	69.4865
491.476	69.4862
491.643	69.4859
491.802	69.4856
491.957	69.4852
492.112	69.4849
492.273	69.4846
492.440	69.4843
492.605	69.4839
492.773	69.4836
492.944	69.4833
493.119	69.4830
493.291	69.4826
493.457	69.4823
493.622	69.4820
493.786	69.4817
493.949	69.4814
494.118	69.4810
494.289	69.4807
494.464	69.4804
494.635	69.4801
494.806	69.4798
494.983	69.4794
495.166	69.4791
495.348	69.4789
495.530	69.4785
495.707	69.4783
495.872	69.4779
496.028	69.4775
496.184	69.4772
496.342	69.4769
496.508	69.4766
496.680	69.4763
496.843	69.4760
496.995	69.4758
497.142	69.4755
497.282	69.4751
497.422	69.4748
497.564	69.4744
497.714	69.4739
497.878	69.4735
498.052	69.4733
498.227	69.4731
498.397	69.4727
498.566	69.4723
498.740	69.4720
498.915	69.4717
499.089	69.4714
499.260	69.4712
499.426	69.4709
499.592	69.4706
499.765	69.4702
499.946	69.4699
500.131	69.4695
500.313	69.4691
500.494	69.4689
500.679	69.4686
500.872	69.4684
501.059	69.4682
501.242	69.4680
501.424	69.4677
501.606	69.4674
501.790	69.4670
501.976	69.4666
502.164	69.4663
502.345	69.4660
502.522	69.4656
502.696	69.4651
502.871	69.4646
503.044	69.4643
503.219	69.4640
503.392	69.4638
503.563	69.4635
503.734	69.4633
503.901	69.4631
504.065	69.4628
504.225	69.4625
504.385	69.4622
504.548	69.4619
504.713	69.4616
504.874	69.4613
505.030	69.4610
505.182	69.4607
505.337	69.4604
505.499	69.4601
505.659	69.4598
505.812	69.4595
505.963	69.4593
506.122	69.4590
506.286	69.4586
506.456	69.4583
506.632	69.4580
506.813	69.4579
506.999	69.4576
507.185	69.4573
507.373	69.4569
507.563	69.4564
507.758	69.4561
507.951	69.4557
508.136	69.4553
508.308	69.4550
508.465	69.4546
508.615	69.4543
508.765	69.4541
508.917	69.4539
509.074	69.4537
509.232	69.4533
509.393	69.4527
509.553	69.4524
509.713	69.4521
509.873	69.4517
510.028	69.4513
510.182	69.4509
510.334	69.4507
510.488	69.4505
510.642	69.4503
510.790	69.4501
510.937	69.4498
511.092	69.4495
511.253	69.4492
511.415	69.4489
511.577	69.4487
511.740	69.4483
511.899	69.4479
512.054	69.4476
512.210	69.4473
512.368	69.4470
512.529	69.4468
512.692	69.4466
512.854	69.4463
513.015	69.4459
513.181	69.4455
513.347	69.4451
513.518	69.4447
513.697	69.4444
513.883	69.4440
514.076	69.4436
514.268	69.4434
514.452	69.4432
514.632	69.4430
514.804	69.4426
514.966	69.4425
515.128	69.4423
515.296	69.4420
515.464	69.4416
515.627	69.4412
515.781	69.4408
515.931	69.4404
516.080	69.4401
516.231	69.4398
516.385	69.4396
516.545	69.4393
516.711	69.4389
516.878	69.4385
517.039	69.4383
517.190	69.4381
517.335	69.4377
517.487	69.4373
517.649	69.4368
517.829	69.4363
518.021	69.4360
518.221	69.4356
518.423	69.4353
518.625	69.4350
518.819	69.4347
519.000	69.4345
519.171	69.4342
519.342	69.4340
519.515	69.4338
519.689	69.4336
519.857	69.4332
520.008	69.4327
520.146	69.4321
520.289	69.4316
