Filename:	D:\Users\Thermal_Users\LeBlanc\Ag1_8_31_16.tg1d
7.300	93.2256
7.317	93.2169
7.333	93.2082
7.350	93.1994
7.367	93.1907
7.383	93.1823
7.400	93.1738
7.417	93.1653
7.433	93.1569
7.450	93.1486
7.467	93.1404
7.483	93.1321
7.500	93.1239
7.517	93.1158
7.533	93.1078
7.550	93.0997
7.567	93.0917
7.583	93.0836
7.600	93.0757
7.617	93.0677
7.633	93.0598
7.650	93.0519
7.667	93.0442
7.683	93.0364
7.700	93.0287
7.717	93.0210
7.733	93.0131
7.750	93.0056
7.767	92.9980
7.783	92.9905
7.800	92.9830
7.817	92.9756
7.833	92.9683
7.850	92.9610
7.867	92.9536
7.883	92.9463
7.900	92.9391
7.917	92.9319
7.933	92.9248
7.950	92.9177
7.967	92.9108
7.983	92.9039
8.000	92.8971
8.017	92.8902
8.033	92.8836
8.050	92.8771
8.067	92.8703
8.083	92.8635
8.100	92.8568
8.117	92.8502
8.133	92.8436
8.150	92.8370
8.167	92.8305
8.183	92.8241
8.200	92.8177
8.217	92.8113
8.233	92.8051
8.250	92.7989
8.267	92.7927
8.283	92.7867
8.300	92.7806
8.317	92.7745
8.333	92.7685
8.350	92.7626
8.367	92.7566
8.383	92.7507
8.400	92.7448
8.417	92.7390
8.433	92.7333
8.450	92.7275
8.467	92.7218
8.483	92.7161
8.500	92.7105
8.517	92.7049
8.533	92.6993
8.550	92.6937
8.567	92.6883
8.583	92.6829
8.600	92.6778
8.617	92.6726
8.633	92.6674
8.650	92.6622
8.667	92.6572
8.683	92.6523
8.700	92.6474
8.717	92.6423
8.733	92.6372
8.750	92.6322
8.767	92.6272
8.783	92.6223
8.800	92.6175
8.817	92.6128
8.833	92.6081
8.850	92.6032
8.867	92.5984
8.883	92.5938
8.900	92.5892
8.917	92.5847
8.933	92.5800
8.950	92.5754
8.967	92.5711
8.983	92.5668
9.000	92.5624
9.017	92.5580
9.033	92.5536
9.050	92.5494
9.067	92.5452
9.083	92.5410
9.100	92.5372
9.117	92.5333
9.133	92.5292
9.150	92.5249
9.167	92.5206
9.183	92.5165
9.200	92.5122
9.217	92.5081
9.233	92.5042
9.250	92.5004
9.267	92.4965
9.283	92.4927
9.300	92.4888
9.317	92.4851
9.333	92.4816
9.350	92.4780
9.367	92.4743
9.383	92.4707
9.400	92.4671
9.417	92.4635
9.433	92.4600
9.450	92.4565
9.467	92.4531
9.483	92.4498
9.500	92.4464
9.517	92.4431
9.533	92.4397
9.550	92.4364
9.567	92.4332
9.583	92.4300
9.600	92.4268
9.617	92.4237
9.633	92.4207
9.650	92.4177
9.667	92.4147
9.683	92.4118
9.700	92.4090
9.717	92.4060
9.733	92.4031
9.750	92.4001
9.767	92.3972
9.783	92.3945
9.800	92.3918
9.817	92.3890
9.833	92.3863
9.850	92.3835
9.867	92.3807
9.883	92.3780
9.900	92.3753
9.917	92.3727
9.933	92.3702
9.950	92.3676
9.967	92.3651
9.983	92.3625
10.000	92.3600
10.017	92.3575
10.033	92.3550
10.050	92.3526
10.067	92.3502
10.083	92.3479
10.100	92.3456
10.117	92.3436
10.133	92.3418
10.150	92.3401
10.167	92.3381
10.183	92.3359
10.200	92.3338
10.217	92.3316
10.233	92.3296
10.250	92.3278
10.267	92.3259
10.283	92.3239
10.300	92.3220
10.317	92.3197
10.333	92.3176
10.350	92.3155
10.367	92.3135
10.383	92.3117
10.400	92.3098
10.417	92.3076
10.433	92.3056
10.450	92.3037
10.467	92.3019
10.483	92.3002
10.500	92.2985
10.517	92.2967
10.533	92.2950
10.550	92.2933
10.567	92.2913
10.583	92.2893
10.600	92.2874
10.617	92.2858
10.633	92.2839
10.650	92.2822
10.667	92.2805
10.683	92.2788
10.700	92.2771
10.717	92.2755
10.733	92.2738
10.750	92.2721
10.767	92.2705
10.783	92.2690
10.800	92.2675
10.817	92.2658
10.833	92.2640
10.850	92.2623
10.867	92.2607
10.883	92.2591
10.900	92.2576
10.917	92.2562
10.933	92.2547
10.950	92.2532
10.967	92.2518
10.983	92.2502
11.000	92.2488
11.017	92.2474
11.033	92.2460
11.050	92.2447
11.067	92.2433
11.083	92.2419
11.100	92.2405
11.117	92.2390
11.133	92.2376
11.150	92.2362
11.167	92.2349
11.183	92.2335
11.200	92.2321
11.217	92.2308
11.233	92.2294
11.250	92.2280
11.267	92.2267
11.283	92.2253
11.300	92.2241
11.317	92.2229
11.333	92.2216
11.350	92.2204
11.367	92.2192
11.383	92.2179
11.400	92.2167
11.417	92.2154
11.433	92.2142
11.450	92.2130
11.467	92.2117
11.483	92.2106
11.500	92.2095
11.517	92.2084
11.533	92.2071
11.550	92.2060
11.567	92.2048
11.583	92.2036
11.600	92.2025
11.617	92.2013
11.633	92.2002
11.650	92.1991
11.667	92.1982
11.683	92.1973
11.700	92.1964
11.717	92.1954
11.733	92.1944
11.750	92.1933
11.767	92.1921
11.783	92.1910
11.800	92.1900
11.817	92.1890
11.833	92.1882
11.850	92.1872
11.867	92.1860
11.883	92.1848
11.900	92.1837
11.917	92.1825
11.933	92.1814
11.950	92.1806
11.967	92.1796
11.983	92.1787
12.000	92.1777
12.017	92.1768
12.033	92.1761
12.050	92.1753
12.067	92.1743
12.083	92.1733
12.100	92.1723
12.117	92.1713
12.133	92.1701
12.150	92.1690
12.167	92.1682
12.183	92.1673
12.200	92.1664
12.217	92.1656
12.233	92.1648
12.250	92.1640
12.267	92.1632
12.283	92.1623
12.300	92.1614
12.317	92.1606
12.333	92.1597
12.350	92.1589
12.367	92.1581
12.383	92.1573
12.400	92.1565
12.417	92.1557
12.433	92.1548
12.450	92.1540
12.467	92.1532
12.483	92.1524
12.500	92.1516
12.517	92.1509
12.533	92.1501
12.550	92.1494
12.567	92.1485
12.583	92.1478
12.600	92.1470
12.617	92.1462
12.633	92.1454
12.650	92.1446
12.667	92.1439
12.683	92.1432
12.700	92.1424
12.717	92.1416
12.733	92.1408
12.750	92.1399
12.767	92.1392
12.783	92.1385
12.800	92.1379
12.817	92.1372
12.833	92.1365
12.850	92.1358
12.867	92.1352
12.883	92.1344
12.900	92.1336
12.917	92.1329
12.933	92.1323
12.950	92.1316
12.967	92.1311
12.983	92.1305
13.000	92.1299
13.017	92.1292
13.033	92.1285
13.050	92.1278
13.067	92.1270
13.083	92.1263
13.100	92.1258
13.117	92.1253
13.133	92.1247
13.150	92.1241
13.167	92.1234
13.183	92.1226
13.200	92.1220
13.217	92.1215
13.233	92.1210
13.250	92.1204
13.267	92.1198
13.283	92.1192
13.300	92.1187
13.317	92.1180
13.333	92.1174
13.350	92.1168
13.367	92.1162
13.383	92.1156
13.400	92.1148
13.417	92.1141
13.433	92.1135
13.450	92.1129
13.467	92.1123
13.483	92.1118
13.500	92.1112
13.517	92.1105
13.533	92.1099
13.550	92.1093
13.567	92.1088
13.583	92.1083
13.600	92.1078
13.617	92.1072
13.633	92.1067
13.650	92.1062
13.667	92.1056
13.683	92.1051
13.700	92.1046
13.717	92.1042
13.733	92.1037
13.750	92.1034
13.767	92.1028
13.783	92.1023
13.800	92.1017
13.817	92.1013
13.833	92.1008
13.850	92.1001
13.867	92.0996
13.883	92.0990
13.900	92.0985
13.917	92.0980
13.933	92.0975
13.950	92.0971
13.967	92.0966
13.983	92.0961
14.000	92.0957
14.017	92.0953
14.033	92.0949
14.050	92.0944
14.067	92.0938
14.083	92.0933
14.100	92.0929
14.117	92.0925
14.133	92.0920
14.150	92.0914
14.167	92.0911
14.183	92.0908
14.200	92.0905
14.217	92.0898
14.233	92.0891
14.250	92.0885
14.267	92.0880
14.283	92.0875
14.300	92.0873
14.317	92.0870
14.333	92.0866
14.350	92.0859
14.367	92.0855
14.383	92.0850
14.400	92.0845
14.417	92.0841
14.433	92.0837
14.450	92.0832
14.467	92.0828
14.483	92.0826
14.500	92.0822
14.517	92.0820
14.533	92.0817
14.550	92.0812
14.567	92.0807
14.583	92.0801
14.600	92.0795
14.617	92.0791
14.633	92.0788
14.650	92.0783
14.667	92.0778
14.683	92.0774
14.700	92.0770
14.717	92.0765
14.733	92.0761
14.750	92.0758
14.767	92.0753
14.783	92.0748
14.800	92.0744
14.817	92.0740
14.833	92.0737
14.850	92.0734
14.867	92.0731
14.883	92.0726
14.900	92.0721
14.917	92.0715
14.933	92.0712
14.950	92.0709
14.967	92.0706
14.983	92.0702
15.000	92.0700
15.017	92.0697
15.033	92.0695
15.050	92.0690
15.067	92.0685
15.083	92.0682
15.100	92.0679
15.117	92.0676
15.133	92.0671
15.150	92.0668
15.167	92.0665
15.183	92.0661
15.200	92.0656
15.217	92.0651
15.233	92.0647
15.250	92.0642
15.267	92.0638
15.283	92.0635
15.300	92.0632
15.317	92.0628
15.333	92.0625
15.350	92.0622
15.367	92.0619
15.383	92.0616
15.400	92.0612
15.417	92.0609
15.433	92.0605
15.450	92.0603
15.467	92.0601
15.483	92.0599
15.500	92.0595
15.517	92.0592
15.533	92.0587
15.550	92.0584
15.567	92.0583
15.583	92.0580
15.600	92.0576
15.617	92.0572
15.633	92.0570
15.650	92.0568
15.667	92.0564
15.683	92.0560
15.700	92.0557
15.717	92.0554
15.733	92.0550
15.750	92.0548
15.767	92.0547
15.783	92.0542
15.800	92.0540
15.817	92.0537
15.833	92.0533
15.850	92.0528
15.867	92.0525
15.883	92.0523
15.900	92.0521
15.917	92.0518
15.933	92.0514
15.950	92.0510
15.967	92.0506
15.983	92.0502
16.000	92.0499
16.017	92.0496
16.033	92.0492
16.050	92.0490
16.067	92.0488
16.083	92.0485
16.100	92.0481
16.117	92.0477
16.133	92.0475
16.150	92.0473
16.167	92.0470
16.183	92.0466
16.200	92.0463
16.217	92.0460
16.233	92.0457
16.250	92.0455
16.267	92.0452
16.283	92.0450
16.300	92.0448
16.317	92.0443
16.333	92.0440
16.350	92.0437
16.367	92.0436
16.383	92.0433
16.400	92.0430
16.417	92.0428
16.433	92.0425
16.450	92.0421
16.467	92.0418
16.483	92.0416
16.500	92.0416
16.517	92.0414
16.533	92.0412
16.550	92.0409
16.567	92.0406
16.583	92.0406
16.600	92.0404
16.617	92.0402
16.633	92.0398
16.650	92.0395
16.667	92.0392
16.683	92.0390
16.700	92.0387
16.717	92.0384
16.733	92.0383
16.750	92.0383
16.767	92.0384
16.783	92.0383
16.800	92.0383
16.817	92.0382
16.833	92.0380
16.850	92.0379
16.867	92.0378
16.883	92.0376
16.900	92.0373
16.917	92.0370
16.933	92.0368
16.950	92.0365
16.967	92.0361
16.983	92.0355
17.000	92.0350
17.017	92.0344
17.033	92.0338
17.050	92.0331
17.067	92.0322
17.083	92.0313
17.100	92.0302
17.117	92.0291
17.133	92.0278
17.150	92.0266
17.167	92.0253
17.183	92.0240
17.200	92.0224
17.217	92.0207
17.233	92.0191
17.250	92.0174
17.267	92.0155
17.283	92.0135
17.300	92.0114
17.317	92.0090
17.333	92.0067
17.350	92.0046
17.367	92.0020
17.383	91.9990
17.400	91.9958
17.417	91.9924
17.433	91.9891
17.450	91.9856
17.467	91.9819
17.483	91.9780
17.500	91.9741
17.517	91.9700
17.533	91.9658
17.550	91.9615
17.567	91.9570
17.583	91.9523
17.600	91.9472
17.617	91.9420
17.633	91.9364
17.650	91.9308
17.667	91.9246
17.683	91.9182
17.700	91.9116
17.717	91.9049
17.733	91.8979
17.750	91.8909
17.767	91.8837
17.783	91.8763
17.800	91.8688
17.817	91.8613
17.833	91.8537
17.850	91.8462
17.867	91.8387
17.883	91.8314
17.900	91.8242
17.917	91.8172
17.933	91.8102
17.950	91.8032
17.967	91.7960
17.983	91.7889
18.000	91.7824
18.017	91.7762
18.033	91.7697
18.050	91.7630
18.067	91.7568
18.083	91.7506
18.100	91.7444
18.117	91.7383
18.133	91.7326
18.150	91.7271
18.167	91.7217
18.183	91.7164
18.200	91.7112
18.217	91.7063
18.233	91.7013
18.250	91.6964
18.267	91.6915
18.283	91.6867
18.300	91.6821
18.317	91.6774
18.333	91.6728
18.350	91.6684
18.367	91.6641
18.383	91.6598
18.400	91.6556
18.417	91.6514
18.433	91.6472
18.450	91.6429
18.467	91.6390
18.483	91.6352
18.500	91.6316
18.517	91.6278
18.533	91.6241
18.550	91.6203
18.567	91.6167
18.583	91.6132
18.600	91.6098
18.617	91.6062
18.633	91.6028
18.650	91.5993
18.667	91.5960
18.683	91.5926
18.700	91.5892
18.717	91.5859
18.733	91.5827
18.750	91.5793
18.767	91.5761
18.783	91.5730
18.800	91.5699
18.817	91.5668
18.833	91.5638
18.850	91.5610
18.867	91.5579
18.883	91.5548
18.900	91.5516
18.917	91.5487
18.933	91.5458
18.950	91.5430
18.967	91.5400
18.983	91.5371
19.000	91.5345
19.017	91.5319
19.033	91.5292
19.050	91.5264
19.067	91.5237
19.083	91.5209
19.100	91.5181
19.117	91.5154
19.133	91.5127
19.150	91.5101
19.167	91.5076
19.183	91.5050
19.200	91.5024
19.217	91.4999
19.233	91.4973
19.250	91.4947
19.267	91.4921
19.283	91.4895
19.300	91.4870
19.317	91.4845
19.333	91.4820
19.350	91.4795
19.367	91.4770
19.383	91.4745
19.400	91.4721
19.417	91.4697
19.433	91.4673
19.450	91.4648
19.467	91.4624
19.483	91.4599
19.500	91.4575
19.517	91.4550
19.533	91.4524
19.550	91.4499
19.567	91.4476
19.583	91.4451
19.600	91.4428
19.617	91.4403
19.633	91.4378
19.650	91.4352
19.667	91.4329
19.683	91.4305
19.700	91.4282
19.717	91.4257
19.733	91.4231
19.750	91.4207
19.767	91.4185
19.783	91.4161
19.800	91.4138
19.817	91.4115
19.833	91.4091
19.850	91.4067
19.867	91.4045
19.883	91.4021
19.900	91.3998
19.917	91.3976
19.933	91.3952
19.950	91.3928
19.967	91.3904
19.983	91.3883
20.000	91.3861
20.017	91.3841
20.033	91.3819
20.050	91.3797
20.067	91.3775
20.083	91.3752
20.100	91.3731
20.117	91.3710
20.133	91.3688
20.150	91.3667
20.167	91.3645
20.183	91.3624
20.200	91.3603
20.217	91.3583
20.233	91.3563
20.250	91.3543
20.267	91.3524
20.283	91.3505
20.300	91.3485
20.317	91.3463
20.333	91.3442
20.350	91.3422
20.367	91.3403
20.383	91.3383
20.400	91.3364
20.417	91.3345
20.433	91.3326
20.450	91.3308
20.467	91.3289
20.483	91.3271
20.500	91.3252
20.517	91.3234
20.533	91.3216
20.550	91.3198
20.567	91.3180
20.583	91.3163
20.600	91.3146
20.617	91.3128
20.633	91.3112
20.650	91.3095
20.667	91.3079
20.683	91.3062
20.700	91.3044
20.717	91.3027
20.733	91.3010
20.750	91.2993
20.767	91.2975
20.783	91.2959
20.800	91.2943
20.817	91.2926
20.833	91.2910
20.850	91.2893
20.867	91.2876
20.883	91.2861
20.900	91.2847
20.917	91.2831
20.933	91.2816
20.950	91.2799
20.967	91.2782
20.983	91.2767
21.000	91.2753
21.017	91.2739
21.033	91.2724
21.050	91.2710
21.067	91.2698
21.083	91.2684
21.100	91.2669
21.117	91.2655
21.133	91.2641
21.150	91.2627
21.167	91.2612
21.183	91.2599
21.200	91.2586
21.217	91.2575
21.233	91.2562
21.250	91.2547
21.267	91.2532
21.283	91.2517
21.300	91.2504
21.317	91.2492
21.333	91.2478
21.350	91.2465
21.367	91.2451
21.383	91.2438
21.400	91.2425
21.417	91.2412
21.433	91.2400
21.450	91.2387
21.467	91.2375
21.483	91.2362
21.500	91.2350
21.517	91.2337
21.533	91.2324
21.550	91.2309
21.567	91.2297
21.583	91.2287
21.600	91.2276
21.617	91.2265
21.633	91.2254
21.650	91.2243
21.667	91.2232
21.683	91.2220
21.700	91.2210
21.717	91.2199
21.733	91.2188
21.750	91.2176
21.767	91.2164
21.783	91.2153
21.800	91.2143
21.817	91.2133
21.833	91.2122
21.850	91.2111
21.867	91.2101
21.883	91.2089
21.900	91.2076
21.917	91.2063
21.933	91.2052
21.950	91.2042
21.967	91.2033
21.983	91.2023
22.000	91.2013
22.017	91.2003
22.033	91.1992
22.050	91.1982
22.067	91.1972
22.083	91.1962
22.100	91.1952
22.117	91.1942
22.133	91.1932
22.150	91.1923
22.167	91.1913
22.183	91.1903
22.200	91.1893
22.217	91.1886
22.233	91.1877
22.250	91.1869
22.267	91.1860
22.283	91.1851
22.300	91.1842
22.317	91.1832
22.333	91.1822
22.350	91.1811
22.367	91.1801
22.383	91.1790
22.400	91.1780
22.417	91.1771
22.433	91.1761
22.450	91.1751
22.467	91.1741
22.483	91.1733
22.500	91.1726
22.517	91.1718
22.533	91.1709
22.550	91.1700
22.567	91.1692
22.583	91.1683
22.600	91.1674
22.617	91.1664
22.633	91.1655
22.650	91.1646
22.667	91.1636
22.683	91.1628
22.700	91.1620
22.717	91.1610
22.733	91.1599
22.750	91.1589
22.767	91.1580
22.783	91.1571
22.800	91.1564
22.817	91.1556
22.833	91.1547
22.850	91.1539
22.867	91.1529
22.883	91.1521
22.900	91.1512
22.917	91.1504
22.933	91.1496
22.950	91.1487
22.967	91.1480
22.983	91.1473
23.000	91.1466
23.017	91.1457
23.033	91.1449
23.050	91.1440
23.067	91.1430
23.083	91.1423
23.100	91.1414
23.117	91.1405
23.133	91.1398
23.150	91.1389
23.167	91.1381
23.183	91.1373
23.200	91.1365
23.217	91.1357
23.233	91.1349
23.250	91.1342
23.267	91.1334
23.283	91.1328
23.300	91.1320
23.317	91.1312
23.333	91.1304
23.350	91.1296
23.367	91.1288
23.383	91.1280
23.400	91.1272
23.417	91.1264
23.433	91.1257
23.450	91.1248
23.467	91.1240
23.483	91.1233
23.500	91.1224
23.517	91.1217
23.533	91.1209
23.550	91.1200
23.567	91.1192
23.583	91.1185
23.600	91.1181
23.617	91.1175
23.633	91.1166
23.650	91.1157
23.667	91.1147
23.683	91.1137
23.700	91.1130
23.717	91.1124
23.733	91.1116
23.750	91.1108
23.767	91.1100
23.783	91.1091
23.800	91.1083
23.817	91.1077
23.833	91.1071
23.850	91.1066
23.867	91.1059
23.883	91.1050
23.900	91.1043
23.917	91.1037
23.933	91.1029
23.950	91.1021
23.967	91.1013
23.983	91.1005
24.000	91.0997
24.017	91.0989
24.033	91.0982
24.050	91.0975
24.067	91.0967
24.083	91.0959
24.100	91.0953
24.117	91.0947
24.133	91.0938
24.150	91.0929
24.167	91.0920
24.183	91.0914
24.200	91.0908
24.217	91.0900
24.233	91.0893
24.250	91.0885
24.267	91.0879
24.283	91.0871
24.300	91.0863
24.317	91.0855
24.333	91.0847
24.350	91.0840
24.367	91.0833
24.383	91.0826
24.400	91.0821
24.417	91.0815
24.433	91.0807
24.450	91.0800
24.467	91.0793
24.483	91.0785
24.500	91.0777
24.517	91.0770
24.533	91.0764
24.550	91.0756
24.567	91.0750
24.583	91.0743
24.600	91.0736
24.617	91.0727
24.633	91.0719
24.650	91.0712
24.667	91.0706
24.683	91.0700
24.700	91.0695
24.717	91.0688
24.733	91.0680
24.750	91.0674
24.767	91.0669
24.783	91.0663
24.800	91.0656
24.817	91.0647
24.833	91.0639
24.850	91.0633
24.867	91.0625
24.883	91.0617
24.900	91.0610
24.917	91.0602
24.933	91.0595
24.950	91.0588
24.967	91.0581
24.983	91.0575
25.000	91.0569
25.017	91.0563
25.033	91.0555
25.050	91.0548
25.067	91.0540
25.083	91.0533
25.100	91.0527
25.117	91.0520
25.133	91.0512
25.150	91.0505
25.167	91.0499
25.183	91.0493
25.200	91.0487
25.217	91.0480
25.233	91.0474
25.250	91.0467
25.267	91.0460
25.283	91.0454
25.300	91.0448
25.317	91.0443
25.333	91.0435
25.350	91.0428
25.367	91.0421
25.383	91.0415
25.400	91.0410
25.417	91.0403
25.433	91.0396
25.450	91.0390
25.467	91.0384
25.483	91.0378
25.500	91.0373
25.517	91.0365
25.533	91.0358
25.550	91.0351
25.567	91.0345
25.583	91.0338
25.600	91.0333
25.617	91.0326
25.633	91.0320
25.650	91.0314
25.667	91.0308
25.683	91.0301
